번호,소속지회,경로당명,주소,구군,동,위도,경도
881,동구지회,대구혁신도시서한이다음경로당,"대구광역시 동구 동구 이노밸리로29길 56(각산동, 서한이다음1차)  ",동구,각산동,35.8849840794299,128.71428594292
882,동구지회,내동경로당,대구광역시 동구 내동로6길 77-15 (내동)  ,동구,내동,35.9699936036958,128.660266560112
883,동구지회,도학1동경로당,대구광역시 동구 팔공산로 1467 (도학동)  ,동구,도학동,35.9722830942466,128.701489199251
884,동구지회,미곡경로당,대구광역시 동구 용천로 38-7 (미곡동)  ,동구,미곡동,35.9584233367828,128.685174761039
885,동구지회,미대경로당,대구광역시 동구 팔공로 817 (미대동)  ,동구,미대동,35.9576995393539,128.668780908136
886,동구지회,백안경로당,대구광역시 동구 팔공로207길 47 (백안동)  ,동구,백안동,35.9556552003939,128.693207034731
887,동구지회,신무경로당,대구광역시 동구 용천로 399 (신무동)  ,동구,신무동,35.985365539643,128.673163649169
888,동구지회,용수경로당,대구광역시 동구 용천로 282 (용수동)  ,동구,용수동,35.9761520348487,128.675980777296
889,동구지회,진인1동경로당,대구광역시 동구 갓바위로12길 35 (진인동)  ,동구,진인동,35.9591259442115,128.714646825355
890,동구지회,구암경로당,대구광역시 동구 구암길 48 (미대동)  ,동구,미대동,35.9521171937883,128.675802093886
891,동구지회,도학2동경로당,대구광역시 동구 도장길 69-6 (도학동)  ,동구,도학동,35.9658622143851,128.705372564976
892,동구지회,능성경로당,대구광역시 동구 지경길 21 (능성동)  ,동구,능성동,35.9649963584014,128.743704105337
893,동구지회,신용1동경로당,대구광역시 동구 용진길 143 (신용동)  ,동구,신용동,35.9810579535005,128.646429362848
894,동구지회,덕곡경로당,대구광역시 동구 서촌로23길 37-1 (덕곡동)  ,동구,덕곡동,35.9843542511945,128.619102361138
895,동구지회,송정2동경로당,대구광역시 동구 팔공산로23길 76 (송정동)  ,동구,송정동,35.9952373140708,128.620055127146
896,동구지회,송정1동경로당,대구광역시 동구 팔공산로 375 (송정동)  ,동구,송정동,35.9875562802331,128.6235505889
897,동구지회,신용2경로당,대구광역시 동구 파계로120길 63 (신용동)  ,동구,신용동,35.9844816087065,128.642542765681
898,동구지회,중대1동경로당,대구광역시 동구 파계로116길 39  (중대동)  ,동구,중대동,35.9850660712249,128.637468301608
899,동구지회,중대2동경로당,대구광역시 동구 파계로 558-2(중대동)  ,동구,중대동,35.9799103328752,128.634572343151
900,동구지회,지묘1동경로당,대구광역시 동구 파계로16길 29 (지묘동)  ,동구,지묘동,35.9429141575202,128.639912537041
901,동구지회,지묘2동경로당,"대구광역시 동구 파계로19길 11, B동 2층 202호 (지묘동, 로얄빌라)  ",동구,지묘동,35.9422326682186,128.636662562045
902,동구지회,팔공2차보성아파트경로당,대구광역시 동구 팔공로101길 55 (지묘동)  ,동구,지묘동,35.940091380437,128.642350453639
903,동구지회,팔공보성1차경로당,대구광역시 동구 팔공로 489 (지묘동)  ,동구,지묘동,35.9415270281093,128.644754007924
904,동구지회,왕산우방아파트경로당,대구광역시 동구 파계로6길 30 (지묘동)  ,동구,지묘동,35.9391156583635,128.641143708622
905,동구지회,화성명산아파트경로당,대구광역시 동구 파계로22길 7 (지묘동)  ,동구,지묘동,35.9438506574377,128.638094550866
906,동구지회,태왕그린힐즈APT경로당,대구광역시 동구 파계로 46 (지묘동)  ,동구,지묘동,35.940149563896,128.639604530958
907,동구지회,팔공보성3차경로당,대구광역시 동구 파계로 71 (지묘동)  ,동구,지묘동,35.9405483727168,128.635664425549
908,동구지회,진인2동경로당,대구광역시 동구 인산로 67 (진인동)  ,동구,진인동,35.9555722468729,128.714216222264
909,동구지회,옥정경로당,대구광역시 동구 내동로 67 (내동)  ,동구,내동,35.9612029603984,128.662201765095
910,동구지회,태정경로당,대구광역시 동구 팔공산로 1166 (용수동)  ,동구,용수동,35.9879455207885,128.692195613248
911,동구지회,대구연경LH천년나무2단지경로당,"대구광역시 동구 연경지묘로 153(지묘동, 대구연경LH천년나무2단지)  ",동구,지묘동,35.9472344609059,128.627765365073
912,동구지회,뉴웰시티 경로당,"대구광역시 동구 동화천로77길 30(지묘동, LH뉴웰시티)  ",동구,지묘동,35.9416232491266,128.632135889393
913,동구지회,연경아이파크경로당,"대구광역시 동구 동화천로 369, 111동(지묘동,대구연경아이파크)  ",동구,지묘동,35.94510535499,128.629406240094
914,북구지회,고성2.3가경로당,대구광역시 북구 고성북로 35-13(고성동3가)  ,북구,3가,35.8830628694158,128.582506966785
915,북구지회,고성A경로당,대구광역시 북구 고성북로 3(고성동2가)  ,북구,2가,35.8806790684049,128.581570378559
916,북구지회,장수경로당,대구광역시 북구 칠성남로 41-8(고성동2가)  ,북구,2가,35.8798265578171,128.585338340805
917,북구지회,오페라트루엘경로당,대구광역시 북구 고성북로 34(고성동3가)  ,북구,3가,35.8831660433219,128.584072679414
918,북구지회,북성경로당,대구광역시 북구 칠성남로20길 22-2(칠성동2가)  ,북구,2가,35.8784171328107,128.589908267675
919,북구지회,삼성A경로당,대구광역시 북구 호암로 40(칠성동2가)  ,북구,2가,35.8819029492611,128.59378189045
920,북구지회,성광우방타운경로당,대구광역시 북구 호암로 20(칠성동2가)  ,북구,2가,35.8826629400748,128.592024742914
921,북구지회,칠성경로당,대구광역시 북구 칠성남로29길 11(칠성동2가)  ,북구,2가,35.8779898996939,128.596910758995
922,북구지회,칠성1가경로당,대구광역시 북구 칠성시장로1길 60-3(칠성동1가)  ,북구,1가,35.8748018574741,128.602261240382
923,북구지회,칠성2가2동경로당,대구광역시 북구 공평로 179-6(칠성동2가)  ,북구,2가,35.8803020169696,128.600460191188
924,북구지회,칠성우방맨션경로당,대구광역시 북구 중앙대로105길 22(칠성동2가)  ,북구,2가,35.8807233408859,128.593511326339
925,북구지회,침산1차푸르지오경로당,대구광역시 북구 옥산로 103(칠성동2가)  ,북구,2가,35.8845412091585,128.58659658706
926,북구지회,열린경로당,대구광역시 북구 칠성로 25-12(칠성동2가)  ,북구,2가,35.8802351771048,128.592622581912
927,북구지회,삼성시장경로당,대구광역시 북구 칠성시장로 42(칠성동1가)  ,북구,1가,35.8778190994769,128.60348019884
928,북구지회,서희스타힐스경로당,대구광역시 북구 칠성남로101(칠성2가)  ,북구,칠성2가,35.8786256114632,128.591870853848
929,북구지회,오페라코오롱하늘채경로당,대구광역시 북구 중앙대로 540(칠성동2가)  ,북구,2가,35.8803270538734,128.59706331674
930,북구지회,대구역유림노르웨이숲경로당,대구광역시 북구 칠성남로26길 11  ,북구,,35.8772016419531,128.59285515405
931,북구지회,동화타운경로당,대구광역시 북구 침산남로7길 50-21(침산동)  ,북구,침산동,35.8932691426116,128.579486700713
932,북구지회,백사벌경로당,"대구광역시 북구 노원로48길 10, B/103(침산동, 대한빌라)  ",북구,침산동,35.8998626014854,128.585715734056
933,북구지회,오봉경로당,대구광역시 북구 오봉로22길 45(침산동)  ,북구,침산동,35.8958994341805,128.583527094667
934,북구지회,진목경로당,대구광역시 북구 오봉로 142(침산동)  ,북구,침산동,35.9002582175078,128.579500204461
935,북구지회,침산1동경로당,대구광역시 북구 침산남로9길 27(침산동)  ,북구,침산동,35.8913011270914,128.58181509461
936,북구지회,남영타운경로당,대구광역시 북구 침산남로9길 167(침산동)  ,북구,침산동,35.899529289451,128.586976018515
937,북구지회,침산2동경로당,대구광역시 북구 침산남로31길 4-1  ,북구,,35.8884150720213,128.593087173904
938,북구지회,옥산경로당,대구광역시 북구 칠성시장로25길 15(침산동)  ,북구,침산동,35.884485302123,128.599688398344
939,북구지회,옥산할머니경로당,대구광역시 북구 침산남로44길 7-3(침산동)  ,북구,침산동,35.8860330300607,128.599646335738
940,북구지회,침산건영하이츠경로당,대구광역시 북구 침산로 158(침산동)  ,북구,침산동,35.8903426948095,128.590899091007
941,북구지회,침산옥석타운경로당,대구광역시 북구 침산남로31길 11(침산동)  ,북구,침산동,35.8886914203077,128.592919734039
942,북구지회,한라스카이빌경로당,대구광역시 북구 침산로 22길 5(침산동)  ,북구,침산동,35.886099196322,128.591275078178
943,북구지회,화성1차A경로당,대구광역시 북구 침산남로37길 5(침산동)  ,북구,침산동,35.8875370755653,128.595796194882
944,북구지회,화성2차A경로당,대구광역시 북구 침산남로37길 24(침산동)  ,북구,침산동,35.8892044249455,128.594781049894
945,북구지회,롯데캐슬오페라경로당,대구광역시 북구 침산남로 160(침산동)  ,북구,침산동,35.886990496188,128.592574818477
946,북구지회,침산삼정그린코아경로당,대구광역시 북구 중앙대로 570(침산동)  ,북구,침산동,35.883441112767,128.597796006115
947,북구지회,침산동코오롱하늘채2단지경로당,대구광역시 북구 중앙대로 591(침산동)  ,북구,침산동,35.8856610575071,128.595194346532
948,북구지회,침산동코오롱하늘채1단지경로당,대구광역시 북구 침산로22길 31(침산동)  ,북구,침산동,35.8857044161848,128.592701767404
949,북구지회,침산화성파크드림경로당,대구광역시 북구 성북로 70(침산동)  ,북구,침산동,35.8907019094311,128.593412177552
950,북구지회,동아1차무지개A경로당,대구광역시 북구 침산로21길 24(침산동)  ,북구,침산동,35.8868451361891,128.587648277055
951,북구지회,동아2차무지개A경로당,대구광역시 북구 침산로21길 10(침산동)  ,북구,침산동,35.8871115200797,128.589023982561
952,북구지회,선학경로당,대구광역시 북구 성북로 50(침산동)  ,북구,침산동,35.8914432502238,128.588987294911
953,북구지회,일심 경로당,대구광역시 북구 성북로 8(침산동)  ,북구,침산동,35.8901220564522,128.585069175611
954,북구지회,침산2차청구경로당,대구광역시 북구 침산남로19길 8(침산동)  ,북구,침산동,35.8893180153387,128.587528107544
955,북구지회,침산3동경로당,대구광역시 북구 성북로5길 30(침산동)  ,북구,침산동,35.8935255319937,128.587132809009
956,북구지회,침산3동제2경로당,대구광역시 북구 침산로48길 10(침산동)  ,북구,침산동,35.8971594338027,128.590520180423
957,북구지회,침산동서타운경로당,대구광역시 북구 침산남로 116(침산동)  ,북구,침산동,35.8882209133012,128.587647950535
958,북구지회,침산쌍용A경로당,대구광역시 북구 침산로21길 36(침산동)  ,북구,침산동,35.8875473562207,128.586764979726
959,북구지회,침산우국경로당,대구광역시 북구 옥산로17길 50(침산동)  ,북구,침산동,35.8887670892838,128.586959860909
960,북구지회,침산청구A경로당,대구광역시 북구 침산남로19길 9(침산동)  ,북구,침산동,35.8904422392172,128.586597057098
961,북구지회,침산현대A경로당,대구광역시 북구 침산로 163(침산동)  ,북구,침산동,35.8904926805138,128.589760110096
962,북구지회,침산3차푸르지오A경로당,대구광역시 북구 침산남로 130(침산동)  ,북구,침산동,35.8884107558579,128.589679836077
963,북구지회,태왕리더스경로당,대구광역시 북구 침산남로 80(침산동)  ,북구,침산동,35.8891842484046,128.583599990796
964,북구지회,명성푸르지오경로당,대구광역시 북구 침산로 153(침산동)  ,북구,침산동,35.8890265531963,128.589744306502
965,북구지회,침산2차쌍용예가경로당,대구광역시 북구 성북로9길12(침산동)  ,북구,침산동,35.8936878628895,128.588479417162
966,북구지회,침산메트로경로당,대구광역시 북구 침산남로90(침산동)  ,북구,침산동,35.8891532125225,128.585514864051
967,북구지회,노원1.2가경로당,대구광역시 북구 노원로16길 88(노원동2가)  ,북구,2가,35.8925181605677,128.574640483648
968,북구지회,노원1가경로당,대구광역시 북구 원대로25길 19(노원동1가)  ,북구,1가,35.8884463394786,128.580895855579
969,북구지회,노원보성A경로당,대구광역시 북구 오봉로3길 47(노원동2가)  ,북구,2가,35.8901815019712,128.573705273296
970,북구지회,노원3가1동경로당,대구광역시 북구 팔달로27길 124(노원동3가)  ,북구,3가,35.8930318398643,128.569986221488
971,북구지회,노원3가2동경로당,대구광역시 북구 노원로23길 16-1(노원동3가)  ,북구,3가,35.8975619813104,128.572602415682
972,북구지회,노원3가공단경로당,대구광역시 북구 3공단로14길 18-7(노원동3가)  ,북구,3가,35.8937790865059,128.561096505648
973,북구지회,노원동화타운경로당,대구광역시 북구 오봉로 39(노원동2가)  ,북구,2가,35.891645714543,128.576752495914
974,북구지회,대구노원한신더휴아파트경로당,대구광역시 북구 노원로10길 40(노원동3가)  ,북구,3가,35.8900460997371,128.569516075909
975,북구지회,매잠경로당,대구광역시 북구 연암로36길 8-1(산격동)  ,북구,산격동,35.9006003289793,128.597106092091
976,북구지회,산격1동경로당,대구광역시 북구 연암로 86(산격동)  ,북구,산격동,35.8924202274441,128.594815431952
977,북구지회,산격복지(제2)경로당,대구광역시 북구 연암로 183(산격동)  ,북구,산격동,35.9010967224669,128.595889536395
978,북구지회,산격제3경로당,대구광역시 북구 연암로33길 12-1(산격동)  ,북구,산격동,35.8987199528942,128.594507112622
979,북구지회,서당골경로당,대구광역시 북구 연암공원로 60(산격동)  ,북구,산격동,35.8958309136612,128.599316749184
980,북구지회,금오아파트경로당,대구광역시 북구 연암로25길 11(산격동)  ,북구,산격동,35.8957226739508,128.59350926719
981,북구지회,산격거평A경로당,대구광역시 북구 유통단지로3길 7(산격동)  ,북구,산격동,35.9057726345651,128.603289000384
982,북구지회,산격대우A경로당,대구광역시 북구 동북로 163(산격동)  ,북구,산격동,35.8989133854091,128.61251901581
983,북구지회,산격에덴A경로당,대구광역시 북구 동북로37길 58-17(산격동)  ,북구,산격동,35.9032837559083,128.611670434446
984,북구지회,강변경로당,대구광역시 북구 호국로 25-3(산격동)  ,북구,산격동,35.9047319594467,128.602428201249
985,북구지회,수정A경로당,대구광역시 북구 검단북로 22(산격동)  ,북구,산격동,35.913722392608,128.608743153025
986,북구지회,신기경로당,대구광역시 북구 대불서길 53-9(산격동)  ,북구,산격동,35.9040267122421,128.612095541161
987,북구지회,대불경로당,대구광역시 북구 대불서길 19-10(산격동)  ,북구,산격동,35.9010996598428,128.613449321047
988,북구지회,문화경로당,대구광역시 북구 동북로37길 9-17(산격동)  ,북구,산격동,35.8998499420357,128.612498476941
989,북구지회,백세경로당,대구광역시 북구 동북로 149-3(산격동)  ,북구,산격동,35.9004619103407,128.609428759017
990,북구지회,양우내안애경로당,대구광역시 북구 동북로 131(산격동)  ,북구,산격동,35.9020499563919,128.607426278345
991,북구지회,버드나무골경로당,대구광역시 북구 대동로9길 8-1(산격동)  ,북구,산격동,35.8971297909337,128.612101070792
992,북구지회,산격3동경로당,대구광역시 북구 대학로15길 16(산격동)  ,북구,산격동,35.8935375496239,128.608583107775
993,북구지회,산격3동수산경로당,대구광역시 북구 산격로 106-4(산격동)  ,북구,산격동,35.8989995999251,128.608133445365
994,북구지회,산격2차청구A경로당,대구광역시 북구 대구체육관로4길 2(산격동)  ,북구,산격동,35.8904994716334,128.602259579063
995,북구지회,장수정경로당,대구광역시 북구 대구체육관로10길 22-1(산격동)  ,북구,산격동,35.8915433286586,128.60371929439
996,북구지회,수도산경로당,대구광역시 북구 연암공원로149(산격동)  ,북구,산격동,35.9012790244369,128.606080263479
997,북구지회,연암경로당,대구광역시 북구 연암공원로32길 64-3(산격동)  ,북구,산격동,35.897223915316,128.604455215152
998,북구지회,행복경로당,대구광역시 북구 산격로11길 36-5(산격동)  ,북구,산격동,35.8961247354156,128.601057459665
999,북구지회,동진A경로당,대구광역시 북구 동북로50길 10(복현동)  ,북구,복현동,35.8951038607773,128.616945900147
1000,북구지회,들샘경로당,대구광역시 북구 경진로4길 25-1(복현동)  ,북구,복현동,35.8938401143386,128.615613156818
1001,북구지회,복현경로당,대구광역시 북구 경대로23길 25-5(복현동)  ,북구,복현동,35.8907818959144,128.617977831618
1002,북구지회,광명경로당,대구광역시 북구 동북로65길 13(복현동)  ,북구,복현동,35.893180648906,128.626666958827
1003,북구지회,복현2차서한타운경로당,대구광역시 북구 공항로15길 8(복현동)  ,북구,복현동,35.9012000665002,128.62304184885
1004,북구지회,복현건영경로당,대구광역시 북구 검단로 28(복현동)  ,북구,복현동,35.9000620416446,128.61749820521
1005,북구지회,복현대백맨션경로당,대구광역시 북구 복현로 137(복현동)  ,북구,복현동,35.9012541856491,128.616197696091
1006,북구지회,복현보성타운경로당,대구광역시 북구 검단로 64(복현동)  ,북구,복현동,35.9030191217652,128.616768670519
1007,북구지회,복현서한경로당,대구광역시 북구 검단로 50(복현동)  ,북구,복현동,35.9028393186276,128.617131959744
1008,북구지회,복현우방맨션경로당,대구광역시 북구 공항로 84(복현동)  ,북구,복현동,35.8992926731966,128.624258413835
1009,북구지회,복현청구타운경로당,대구광역시 북구 검단로 34(복현동)  ,북구,복현동,35.9004285818947,128.615921958708
1010,북구지회,복현큰마을경로당,대구광역시 북구 공항로15길 15-21(복현동)  ,북구,복현동,35.9002788921759,128.622911062848
1011,북구지회,복현화성타운경로당,대구광역시 북구 복현로 173(복현동)  ,북구,복현동,35.9051472384541,128.618902175804
1012,북구지회,봉우(83시영)경로당,대구광역시 북구 복현로 37(복현동)  ,북구,복현동,35.8962956729879,128.623932368215
1013,북구지회,성화A경로당,대구광역시 북구 복현로 114-18(복현동)  ,북구,복현동,35.9021969792856,128.620487730499
1014,북구지회,장미A경로당,대구광역시 북구 공항로 31(복현동)  ,북구,복현동,35.8986660961433,128.61787914372
1015,북구지회,한라맨션경로당,대구광역시 북구 공항로5길 6(복현동)  ,북구,복현동,35.8991961059693,128.617948853635
1016,북구지회,현대맨션경로당,대구광역시 북구 복현로 115(복현동)  ,북구,복현동,35.8998581275926,128.618186056383
1017,북구지회,태왕아너스복현경로당,대구광역시 북구 복현로 105(복현동)  ,북구,복현동,35.8994020193438,128.619659557593
1018,북구지회,소라경로당,대구광역시 북구 복현로 104-11(복현동)  ,북구,복현동,35.9003821226327,128.620839370394
1019,북구지회,고최골경로당,대구광역시 북구 복현로20길 65-6(복현동)  ,북구,복현동,35.9053176561948,128.621071621753
1020,북구지회,복현명문세가1단지경로당,대구광역시 북구 복현로 71(복현동)  ,북구,복현동,35.8984961471815,128.622406506248
1021,북구지회,복현푸르지오경로당,대구광역시 북구 동북로 345  ,북구,,35.8925890167658,128.627348008324
1022,북구지회,영진경로당,대구광역시 북구 복현로 3-6  ,북구,,35.8932011387841,128.62225502756
1023,북구지회,복현아이파크아파트경로당,대구광역시 북구 동북로 241  ,북구,,35.8966118702241,128.617551151541
1024,북구지회,복현자이아파트경로당,대구광역시 북구 공항로16  ,북구,,35.8972979492393,128.617340507794
1025,북구지회,이편한세상복현경로당,대구광역시 북구 동북로247  ,북구,,35.8954175921786,128.618520936372
1026,북구지회,대현1동제1경로당,대구광역시 북구 대현로 17길 7(대현동)  ,북구,대현동,35.8832655801225,128.60882389512
1027,북구지회,대현1동제2경로당,대구광역시 북구 대현로서15길 50-7(대현동)  ,북구,대현동,35.8866681417577,128.604193369136
1028,북구지회,신화맨션경로당,대구광역시 북구 경대로5길 25(대현동)  ,북구,대현동,35.8845858372467,128.611001842202
1029,북구지회,감밭경로당,대구광역시 북구 대현남로8길 5(대현동)  ,북구,대현동,35.8818628247586,128.608026383877
1030,북구지회,대현2동경로당,대구광역시 북구 신천동로146길 9(대현동)  ,북구,대현동,35.8842532435421,128.603007526231
1031,북구지회,대현제3경로당,대구광역시 북구 대현남로2길46(대현동)  ,북구,대현동,35.8785664047994,128.605841439892
1032,북구지회,대현뜨란채경로당,대구광역시 북구 대현남로 28(대현동)  ,북구,대현동,35.8804767872108,128.605035148471
1033,북구지회,대현e-편한세상경로당,대구광역시 북구 대현로10길 82(대현동)  ,북구,대현동,35.8820845362439,128.60296879693
1034,북구지회,대현한신휴플러스경로당,대구광역시 북구 대현남로 25  ,북구,,35.8815798696909,128.604644273969
1035,북구지회,센트럴파크대현경로당,대구광역시 북구 대현남로6길 20  ,북구,,35.8804280056035,128.608539613654
1036,북구지회,검단 경로당,대구광역시 북구 검단동로4길 13-50(검단동)  ,북구,검단동,35.9146001085133,128.626862862698
1037,북구지회,검단부녀경로당,대구광역시 북구 검단동로4길 13-50(검단동)  ,북구,검단동,35.9146001085133,128.626862862698
1038,북구지회,민들레A경로당,대구광역시 북구 검단로 255(검단동)  ,북구,검단동,35.9163357579362,128.62814056882
1039,북구지회,유성청구A 남경로당,대구광역시 북구 검단로 115(검단동)  ,북구,검단동,35.9070346486688,128.619624938909
1040,북구지회,유성청구A 여경로당,대구광역시 북구 검단로 115(검단동)  ,북구,검단동,35.9070346486688,128.619624938909
1041,북구지회,검단이팝나무경로당,"대구광역시 북구 검단동로 24-38,103호(신한빌라)  ",북구,검단동,35.9140560322315,128.625889747754
1042,북구지회,동변(남)경로당,대구광역시 북구 동변로24길 14(동변동)  ,북구,동변동,35.9222563504049,128.600692397133
1043,북구지회,동변(여)경로당,대구광역시 북구 동변로24길 14(동변동)  ,북구,동변동,35.9222563504049,128.600692397133
1044,북구지회,동서리치모아경로당,대구광역시 북구 서변로 88(서변동)  ,북구,서변동,35.9233714593,128.597151021746
1045,북구지회,동서변그린빌경로당,대구광역시 북구 동변로 55(동변동)  ,북구,동변동,35.9167887754527,128.602423473545
1046,북구지회,서변 경로당,대구광역시 북구 환성정길 17-1(서변동)  ,북구,서변동,35.9230048421637,128.594469551575
1047,북구지회,서변청아람경로당,대구광역시 북구 호국로57길 20(서변동)  ,북구,서변동,35.9281696539823,128.596140799667
1048,북구지회,선수촌1단지경로당,대구광역시 북구 동변로 50(동변동)  ,북구,동변동,35.9157780707283,128.60425119478
1049,북구지회,연경경로당,대구광역시 북구 도덕길 175(연경동)  ,북구,연경동,35.957087991126,128.61397226262
1050,북구지회,영남네오빌블루경로당,대구광역시 북구 서변로 120(서변동)  ,북구,서변동,35.9272317209274,128.597260908812
1051,북구지회,이곡경로당,대구광역시 북구 이곡길 25(서변동)  ,북구,서변동,35.9371284868208,128.60538768704
1052,북구지회,조야 경로당,대구광역시 북구 조야로 49(조야동)  ,북구,조야동,35.9116132002872,128.576875854472
1053,북구지회,화성리버파크1단지경로당,대구광역시 북구 서변로 72(서변동)  ,북구,서변동,35.92257347046,128.597878025479
1054,북구지회,화성리버파크2단지경로당,대구광역시 북구 서변로 50(서변동)  ,북구,서변동,35.9199079807723,128.597026420524
1055,북구지회,U대회선수촌2단지경로당,대구광역시 북구 동변로 24(동변동)  ,북구,동변동,35.9162331708352,128.602542319261
1056,북구지회,동서변리벤빌경로당,대구광역시 북구 서변로 106(서변동)  ,북구,서변동,35.9249744954185,128.596974422637
1057,북구지회,동서변월드메르디앙경로당,대구광역시 북구 서변로 26(서변동)  ,북구,서변동,35.9188058476159,128.597232914173
1058,북구지회,고촌경로당,대구광역시 북구 고촌길 157-3(서변동)  ,북구,서변동,35.9126664929656,128.591554161227
1059,북구지회,대구연경천년나무1단지아파트경로당,대구광역시 북구 동화천로 280(연경동)  ,북구,연경동,35.9408427810026,128.62184683901
1060,북구지회,연경숲아파트경로당,대구광역시 북구 연경중앙로55(연경동)  ,북구,연경동,35.9489037739441,128.615390869749
1061,북구지회,연경우방아이유쉘경로당,대구광역시 북구 연경중앙로11길 33  ,북구,,35.9457786432342,128.614588407836
1062,북구지회,연경예미지 숲속의아침 경로당,대구광역시 북구 연경중앙로11  ,북구,,35.9434164408891,128.615236491857
1063,북구지회,연경대광로제비앙아파트,대구광역시 북구 동화천로220  ,북구,,35.9407209283145,128.616351366695
1064,북구지회,연경동화아이위시경로당,대구광역시 북구 동화천로190  ,북구,,35.9395622825722,128.612417134783
1065,북구지회,노곡(할아버지)경로당,대구광역시 북구 노곡로 25(노곡동)  ,북구,노곡동,35.9062701446926,128.562658975517
1066,북구지회,노곡제3(할머니)경로당,대구광역시 북구 노곡로 25(노곡동)  ,북구,노곡동,35.9062701446926,128.562658975517
1067,북구지회,대백인터빌경로당,대구광역시 북구 작원길 25(팔달동)  ,북구,팔달동,35.8997732996229,128.548495168196
1068,북구지회,매남경로당,대구광역시 북구 매천로37길 26-15(매천동)  ,북구,매천동,35.914442675246,128.539638623537
1069,북구지회,매천경로당,대구광역시 북구 매천로동17길 17(매천동)  ,북구,매천동,35.9060346297671,128.54015878969
1070,북구지회,문주 경로당,대구광역시 북구 문주길 11(금호동)  ,북구,금호동,35.898933323835,128.525065497018
1071,북구지회,삼우그린타운경로당,대구광역시 북구 매천로8길 35(매천동)  ,북구,매천동,35.9000543683076,128.546320502029
1072,북구지회,청구장미마을경로당,대구광역시 북구 칠곡중앙대로 45(매천동)  ,북구,매천동,35.9007559094956,128.546005642418
1073,북구지회,청구타운2001(두산위브2001)경로당,대구광역시 북구 매천로2길 19(팔달동)  ,북구,팔달동,35.8981895535914,128.543601970896
1074,북구지회,팔달경로당,대구광역시 북구 장태실길 33(팔달동)  ,북구,팔달동,35.8976420682968,128.5359314937
1075,북구지회,매천휴먼시아2단지경로당,대구광역시 북구 매전로4길 9(매천동)  ,북구,매천동,35.9083476167692,128.544226188157
1076,북구지회,매천화성파크드림경로당,대구광역시 북구 매전로 17(매천동)  ,북구,매천동,35.9092419104793,128.542789491816
1077,북구지회,대구금호LH천년나무1단지경로당,대구광역시 북구 한강로 55(사수동)  ,북구,사수동,35.8987560119078,128.514240376375
1078,북구지회,금호서한이다음경로당경로당,대구광역시 북구 한강로 17(사수동)  ,북구,사수동,35.8973810095041,128.512104542737
1079,북구지회,브라운스톤강북아파트경로당,대구광역시 북구 내곡로89(사수동)  ,북구,사수동,35.9020612060159,128.514079389255
1080,북구지회,대구금호LH천년나무8단지경로당,대구광역시 북구 내곡로15(사수동)  ,북구,사수동,35.8988769339974,128.508069361376
1081,북구지회,대구금호LH천년나무5단지경로당,대구광역시 북구 내곡로69(사수동)  ,북구,사수동,35.9031218551499,128.5118556705
1082,북구지회,e편한세상대구금호경로당,대구광역시 북구 내곡로49(사수동)  ,북구,사수동,35.901041226031,128.508872780981
1083,북구지회,대구금호스타힐스경로당,대구광역시 북구 내곡로70(사수동)  ,북구,사수동,35.9012193341606,128.512407722145
1084,북구지회,사수경로당,대구광역시 북구 한강로6길 4-7(사수동)  ,북구,사수동,35.8967528055586,128.515007944422
1085,북구지회,한신더휴웨스턴팰리스아파트경로당,대구광역시 북구 매전로4길 32(매천동)  ,북구,매천동,35.9062301862357,128.541899276665
1086,북구지회,관음타운경로당,대구광역시 북구 영송로 63(태전동)  ,북구,태전동,35.9317625309693,128.542518005747
1087,북구지회,금정경로당,대구광역시 북구 칠곡중앙대로69길 12(태전동)  ,북구,태전동,35.9269624948461,128.546252043233
1088,북구지회,두성1차타운경로당,대구광역시 북구 태전로7길 10-17(태전동)  ,북구,태전동,35.9230196159709,128.542541716803
1089,북구지회,롯데아파트경로당,대구광역시 북구 구암로12(태전동)  ,북구,태전동,35.933169178215,128.542457581515
1090,북구지회,우방타운경로당,대구광역시 북구 매천로 220(태전동)  ,북구,태전동,35.9156733267824,128.543003679896
1091,북구지회,은마경로당,대구광역시 북구 태전로 51(태전동)  ,북구,태전동,35.924422124919,128.543756641041
1092,북구지회,칠곡대백맨션(1차)경로당,대구광역시 북구 관음로 24(태전동)  ,북구,태전동,35.9326129766923,128.541519024447
1093,북구지회,태전1동경로당,대구광역시 북구 태전로7길 10-24(태전동)  ,북구,태전동,35.9241286969033,128.543400505709
1094,북구지회,태전3차두성타운경로당,대구광역시 북구 태전로13길 22(태전동)  ,북구,태전동,35.9240322768441,128.541520952589
1095,북구지회,태전대백맨션(2차)경로당,대구광역시 북구 관음로 18(태전동)  ,북구,태전동,35.9318917709243,128.540404760431
1096,북구지회,태전두전경로당,대구광역시 북구 칠곡중앙대로71길16-12(태전동)  ,북구,태전동,35.9281938682666,128.546093984779
1097,북구지회,태전한라A경로당,대구광역시 북구 태전로7길 13(태전동)  ,북구,태전동,35.9228762224503,128.543286535588
1098,북구지회,태전협화A경로당,대구광역시 북구 칠곡중앙대로51길 6(태전동)  ,북구,태전동,35.9176770415807,128.544886675375
1099,북구지회,한신중앙A경로당,대구광역시 북구 영송로 85(태전동)  ,북구,태전동,35.9327958429766,128.542604232751
