구군,의료기관명,소 재 지(도로명),위도,경도
중구,파르베의원,대구광역시 중구 중앙대로 413-1 (남일동),35.8700922912971,128.59347752664
중구,끌리어의원,"대구광역시 중구 달구벌대로 1992, 2층 (남산동)",35.8644507617184,128.582100810537
중구,웰비뇨기과의원,대구광역시 중구 달구벌대로 1993 (대신동),35.8650621332304,128.581947677783
중구,김동석병리과의원,대구광역시 중구 동덕로 141 (삼덕동2가),35.8671810462022,128.603398332288
중구,분홍빛산부인과의원,대구광역시 중구 동덕로 141 (삼덕동2가),35.8671810462022,128.603398332288
중구,더로즈성형외과의원,대구광역시 중구 동성로6길 2-23 (삼덕동1가),35.8680371085472,128.595530149392
중구,건강제일내과의원,대구광역시 중구 달구벌대로 1993 (대신동),35.8650621332304,128.581947677783
중구,이신일그레이스성형외과의원,"대구광역시 중구 동성로2길 81, 3층 (동성로2가)",35.86954385295,128.596965097921
중구,우리들제통마취통증의학과의원,대구광역시 중구 큰장로 134 (대신동),35.8700726626049,128.579758151387
중구,신동수안과의원,대구광역시 중구 국채보상로 447 (대신동),35.8706352381012,128.579731456248
중구,김소아청소년과의원,"대구광역시 중구 남산로 48, 2층 (남산동)",35.8608533586016,128.582848607152
중구,메디하트내과의원,대구광역시 중구 달구벌대로 2143 (삼덕동1가),35.864946461343,128.598207193713
중구,대구코넬비뇨기과의원,대구광역시 중구 달구벌대로 2181 (삼덕동2가),35.8636360918776,128.602145241189
중구,나비피부과의원,"대구광역시 중구 달구벌대로 2179, 9층 901호 (삼덕동2가)",35.8637499495402,128.601925789992
중구,올포스킨피부과의원,"대구광역시 중구 동성로5길 26, 501호 (삼덕동1가)",35.8675528667185,128.595921103022
중구,예일피부과의원,대구광역시 중구 국채보상로 606 (문화동),35.870458424127,128.596958210809
중구,로제피부과의원중앙점,"대구광역시 중구 달구벌대로 2126, 미래에셋증권 5,10층 (봉산동)",35.8646685817621,128.596042828177
중구,경대뉴보자르의원,대구광역시 중구 명륜로23길 111 (남산동),35.8648112050868,128.594423275047
중구,유로합동비뇨기과의원,"대구광역시 중구 달구벌대로 2149, 반월타워 5층 (삼덕동1가)",35.8645853316005,128.598934813138
중구,김앤정류마내과의원,대구광역시 중구 달구벌대로 2126 (봉산동),35.8646685817621,128.596042828177
중구,안기영성형외과의원,대구광역시 중구 동성로3길 11 (봉산동),35.8659239026326,128.597247383851
중구,연세에스비뇨의학과의원,대구광역시 중구 달구벌대로 2202 (대봉동),35.8626244077455,128.604020127859
중구,동산마취통증의학과의원,대구광역시 중구 달구벌대로 2127 (봉산동),35.8652489999755,128.596579112577
중구,대구조이맘산부인과의원,"대구광역시 중구 중앙대로 359, 8층 (남산동, 메디칼타워)",35.8650671399825,128.592799230416
중구,김은진산부인과의원,대구광역시 중구 달구벌대로 2120 (봉산동),35.8648477619013,128.595429893214
중구,미즈산부인과의원,대구광역시 중구 달구벌대로 2047 (계산동2가),35.8668612760822,128.587799934555
중구,난초꽃피다안과의원,"대구광역시 중구 달구벌대로 2127, S타워 2,7층 (봉산동)",35.8652489999755,128.596579112577
중구,유안과의원,대구광역시 중구 국채보상로 540 (상서동),35.8701201706762,128.589646362887
중구,진이비인후과의원,대구광역시 중구 중앙대로 360 (남산동),35.8648704388364,128.593830406609
중구,멘파워비뇨기과의원,"대구광역시 중구 달구벌대로 2109, 5층 (덕산동, 교원빌딩)",35.8656732544882,128.594625761332
중구,몸편한재활의학과의원,"대구광역시 중구 명덕로 67, 1층 (남산동)",35.8587378522549,128.578457067431
중구,클레오여성의원,대구광역시 중구 중앙대로 360 (남산동),35.8648704388364,128.593830406609
중구,하승우내과의원,대구광역시 중구 달구벌대로 2212 (대봉동),35.8624082563791,128.605009336969
중구,부강연합외과의원,대구광역시 중구 국채보상로 716 (동인동4가),35.8683996126996,128.608867036564
중구,가족사랑정신과의원,대구광역시 중구 달구벌대로 2111 (덕산동),35.8655635765164,128.594762170322
중구,늘푸른우리내과의원,"대구광역시 중구 명덕로 59, 3층 (남산동)",35.8590556279103,128.577514895985
중구,정화선안과의원,"대구광역시 중구 달구벌대로 2191 (삼덕동2가, 동부화재)",35.8635773843333,128.603087268658
중구,늘푸른의원,"대구광역시 중구 명륜로23길 111, 소암빌딩 7층 (남산동)",35.8648112050868,128.594423275047
중구,퀸성형외과의원,대구광역시 중구 동성로6길 22 (공평동),35.8688174703793,128.596563025154
중구,남대구정형외과의원,대구광역시 중구 명덕로 59 (남산동),35.8590556279103,128.577514895985
중구,온피부과의원,대구광역시 중구 중앙대로 411 (동일동),35.8698862028787,128.593531635109
중구,큰나래연합외과의원,대구광역시 중구 달성로 37 (대신동),35.8684640441153,128.581872598065
중구,씨엘안과의원,대구광역시 중구 달구벌대로 2105 (덕산동),35.8657726564969,128.594034687623
중구,조동규 내과의원,"대구광역시 중구 달구벌대로 2191, 5층 2호 (삼덕동2가)",35.8635773843333,128.603087268658
중구,듀오 성형외과의원,대구광역시 중구 국채보상로 598 (동성로2가),35.8705464959604,128.596033957173
중구,해맑은안과의원,대구광역시 중구 국채보상로 598 (동성로2가),35.8705464959604,128.596033957173
중구,수 성형외과의원,대구광역시 중구 동성로6길 2-1 (동성로2가),35.8689941067,128.595646655223
중구,리즈성형외과의원,"대구광역시 중구 동성로2길 83, 4층 (동성로2가)",35.8697330743903,128.597020709767
중구,더블랙성형외과의원,대구광역시 중구 달구벌대로 2118 (봉산동),35.8648526059672,128.595166949978
중구,에스엠영상의학과의원,"대구광역시 중구 공평로 16, 3층,5~13층 (삼덕동2가)",35.8653788579579,128.600167878701
중구,고운미피부과의원,대구광역시 중구 달구벌대로 2127 (봉산동),35.8652489999755,128.596579112577
중구,경북이비인후과의원,대구광역시 중구 국채보상로 548 (상서동),35.8702961145966,128.590575786562
중구,강심내과의원,"대구광역시 중구 동성로1길 81, 2층 (삼덕동1가, 리즈타워)",35.865194246138,128.597653981866
중구,엠성형외과의원,대구광역시 중구 동성로 32-1 (동성로2가),35.8697190087405,128.595739909636
중구,모생외과의원,"대구광역시 중구 국채보상로 717, 2층 (동인동4가)",35.8689036194985,128.609089131093
중구,굿모닝안과의원,"대구광역시 중구 중앙대로 359, 4층 (남산동, 반월당메디칼센터)",35.8650671399825,128.592799230416
