번호,소속지회,경로당명,주소
619,달성군지회,묘1리 경로당,대구광역시 달성군 하빈면 육신사길 26  
620,달성군지회,묘2리 경로당,대구광역시 달성군 하빈면 묘동2길 19-1  
621,달성군지회,묘2리 경로당(안곡마을),대구광역시 달성군 하빈면 하빈로 87길 93  
622,달성군지회,기곡1리 경로당,대구광역시 달성군 하빈면 기곡3길 8  
623,달성군지회,기곡1리 경로당(터개월),대구광역시 달성군 하빈면 터개울길 29  
624,달성군지회,기곡1리 경로당(못안),대구광역시 달성군 하빈면 기곡3길 35-14  
625,달성군지회,기곡2리 경로당,대구광역시 달성군 하빈면 기곡1길 96  
626,달성군지회,대평1리 경로당,대구광역시 달성군 하빈면 하빈로 888  
627,달성군지회,대평2리 경로당(두천),대구광역시 달성군 하빈면 하빈로171길 40  
628,달성군지회,대평3리 경로당(모산),대구광역시 달성군 하빈면 하빈로 172길 40  
629,달성군지회,무등1리 경로당,대구광역시 달성군 하빈면 하빈로 140길 50  
630,달성군지회,무등2리 경로당,대구광역시 달성군 하빈면 하빈로120길 94   
631,달성군지회,현내1리 경로당,대구광역시 달성군 하빈면 하빈로 107길 5  
632,달성군지회,현내2리 경로당,대구광역시 달성군 하빈면 하빈로90길 5  
633,달성군지회,현내3리 경로당,대구광역시 달성군 하빈면 하빈로402-5  
634,달성군지회,감문1리 경로당,대구광역시 달성군 하빈면 하빈로52길 19  
635,달성군지회,감문2리 경로당,대구광역시 달성군 하빈면 하빈로 24길 73-1  
636,달성군지회,동곡1리 경로당,대구광역시 달성군 하빈면 하빈남로37길 26-3  
637,달성군지회,동곡2리 경로당,대구광역시 달성군 하빈면 달구벌대로 35길 16  
638,달성군지회,봉촌1리 경로당,대구광역시 달성군 하빈면 하빈남로52길 58  
639,달성군지회,봉촌1리 경로당(수무실),대구광역시 달성군 하빈면 봉촌2길 19  
640,달성군지회,봉촌1리 경로당(한실),대구광역시 달성군 하빈면 봉촌1길 4  
641,달성군지회,봉촌2리 경로당,대구광역시 달성군 하빈면 하빈남로 383  
642,달성군지회,구지면노인회 경로당,대구광역시 달성군 구지면 구지시장길 46-8  
643,달성군지회,창1리 경로당,대구광역시 달성군 구지면 창리로 59  
644,달성군지회,창2리 경로당,대구광역시 달성군 구지면 창리서로 6길 4-3  
645,달성군지회,창3리 경로당,대구광역시 달성군 구지면 창리로 19길 38  
646,달성군지회,창4리 경로당,대구광역시 달성군 구지면 구지시장길 22  
647,달성군지회,평촌1리 경로당,대구광역시 달성군 구지면 구지동로16길 85  
648,달성군지회,평촌2리 경로당,대구광역시 달성군 구지면 구지동로40길 38-3  
649,달성군지회,내리2리 경로당,대구광역시 달성군 구지면 달창2차로 6-28  
650,달성군지회,수리1리 경로당,대구광역시 달성군 구지면 국가산단북로23길 54-3  
651,달성군지회,수리2리 경로당,대구광역시 달성군 구지면 과학북로 11길 82  
652,달성군지회,수리3리 경로당,대구광역시 달성군 구지면 국가산단북로3길 24-6  
653,달성군지회,도동1리 경로당,대구광역시 달성군 구지면 구지서로 712  
654,달성군지회,도동2리 경로당,대구광역시 달성군 구지면 도동절골길 5  
655,달성군지회,대암1리 경로당,대구광역시 달성군 구지면 과학남로53길 5-5  
656,달성군지회,대암2리 경로당,대구광역시 달성군 구지면 대암2길 18  
657,달성군지회,응암1리 경로당,대구광역시 달성군 구지면 응암길 11  
658,달성군지회,응암3리 경로당(반도유보라),대구광역시 달성군 구지면 과학마을로3길 14  
659,달성군지회,응암4리 경로당(화성파크드림),대구광역시 달성군 구지면 과학마을로2길 6  
660,달성군지회,응암5리 경로당(과학마을청아람),대구광역시 달성군 구지면 과학마을로 70  
661,달성군지회,가천리 경로당,대구광역시 달성군 구지면 가천1길 55  
662,달성군지회,고봉리 경로당,대구광역시 달성군 구지면 구지동로10길 3  
663,달성군지회,예현리 경로당,대구광역시 달성군 구지면 예현1길 11-9  
664,달성군지회,유산리 경로당,대구광역시 달성군 구지면 유산길 17  
665,달성군지회,화산1리 경로당,대구광역시 달성군 구지면 국가산단북로25길 30-8  
666,달성군지회,오설리 경로당,대구광역시 달성군 구지면 구지서로 60길 62-4  
667,달성군지회,징리 경로당,대구광역시 달성군 구지면 구지서로 10길 62  
668,달성군지회,목단1리 경로당,대구광역시 달성군 구지면 구지남로 57길 1  
669,달성군지회,목단2리 경로당,대구광역시 달성군 구지면 구미마을길 89-2  
670,달성군지회,응암2리 경로당,"대구광역시 달성군 구지면 과학마을로2길 33-17, 202호  "
671,달성군지회,응암6리(줌파크) 경로당,대구광역시 달성군 구지면 국가산단대로64길 63  
672,달성군지회,교항8리(옥포서한이다음) 경로당,대구광역시 달성군 옥포읍 돌미로6길 5  
673,달성군지회,문양리(서부3동) 경로당,대구광역시 달성군 다사읍 문양역길 17  
674,달성군지회,창5리(영무예다음) 경로당,대구광역시 달성군 구지면 국가산단서로 84길 118  
675,달성군지회,화산2리(반도유보라3차)경로당,대구광역시 달성군 구지면 국가산단북로 34길 10  
676,달성군지회,매곡19리(죽곡삼정) 경로당,대구광역시 달성군 다사읍 다사로 50  
677,달성군지회,용계4리(용계아파트) 경로당,"대구광역시 달성군 가창면 가창로216길 51, 1동 111호  "
678,달성군지회,서재14리(태왕아너스) 경로당,"대구광역시 달성군 다사읍 궁산2길 12, 태왕아너스   "
679,달성군지회,응암7리(반도2차)경로당,대구광역시 구지면 국가산단북로 60길 59  
680,달성군지회,쌍계3리 경로당,대구광역시 유가읍 현풍로 47길 86-21  
681,달성군지회,설화3리(신일해피트리) 경로당,대구광역시 화원읍 명천로 383  
682,달성군지회,천내18리(화원파크뷰우방아이유쉘) 경로당,대구광역시 화원읍 명천로 21길 55  
683,달성군지회,매곡21리(힐스테이트 다사역) 경로당,대구광역시 다사읍 매곡로12길 22  
684,달성군지회,설화4리(설화명곡역 우방아이유쉘) 경로당,대구광역시 화원읍 비슬로 2417  
685,동구지회,신암1경로당,대구광역시 동구 신암북로7길 37 (신암동)  
686,동구지회,제일경로당,대구광역시 동구 아양로11길 36-5 (신암동)  
687,동구지회,새터경로당,대구광역시 동구 경대로 72 (신암동)  
688,동구지회,안평경로당,대구광역시 동구 평화로 20-20 (신암동)  
689,동구지회,신암1동뜨란채APT경로당,대구광역시 동구 아양로7길 12 (신암동)  
690,동구지회,평화경로당,대구광역시 동구 아양로 65-67 (신암동)  
691,동구지회,동대구에일린의뜰경로당,대구광역시 동구 아양로9길35(신암동)  
692,동구지회,강남아파트경로당,대구광역시 동구 신성로 60 (신암동)  
693,동구지회,신암2동경로당,대구광역시 동구 신성로 113-3 (신암동)  
694,동구지회,신암그린타운경로당,대구광역시 동구 신성로 30 (신암동)  
695,동구지회,신천가람타운경로당,대구광역시 동구 신암로16길 33 (신천동)  
696,동구지회,신암청아람경로당,대구광역시 동구 신암로20길 39(신암동)  
697,동구지회,신천자이아파트경로당,대구광역시 동구 신암로16길 25 (신천동)  
698,동구지회,신암3동경로당(소방3급),대구광역시 동구 아양로8길 10-1 (신암동)  
699,동구지회,신암건영캐스빌경로당,대구광역시 동구 신암남로 50 (신암동)  
700,동구지회,이안동대구경로당,대구광역시 동구 송라로28길 14(신암동)  
701,동구지회,이안센트럴D경로당,대구광역시 동구 동대구로 577(신암동)  
702,동구지회,동대구우방아이유쉘경로당,대구광역시 동구 송라로32길 32(신암동)  
703,동구지회,금오경로당,대구광역시 동구 아양로11길 65 (신암동)  
704,동구지회,보성아파트경로당,대구광역시 동구 큰고개로 23 (신암동)  
705,동구지회,성동경로당,대구광역시 동구 아양로34길 18-3 (신암동)  
706,동구지회,에스디아이프라임아파트경로당,대구광역시 동구 아양로24길 13 (신암동)  
707,동구지회,진로이스트타운2차경로당,대구광역시 동구 동북로 460 (신암동)  
708,동구지회,금호정경로당,대구광역시 동구 아양로49길 77 (신암동)  
709,동구지회,동서1차아파트경로당,대구광역시 동구 아양로39길 16 (신암동)  
710,동구지회,동서2차아파트경로당,대구광역시 동구 아양로39길 20 (신암동)  
711,동구지회,신암5동경로당,대구광역시 동구 동북로83길 25-2 (신암동)  
712,동구지회,동서1차아파트할머니경로당,대구광역시 동구 아양로39길 16 (신암동)  
713,동구지회,청기와아파트경로당,대구광역시 동구 아양로49길 20 (신암동)  
714,동구지회,동신우방아파트경로당,대구광역시 동구 송라로11길 86 (신천동)  
715,동구지회,신일경로당,대구광역시 동구 국채보상로165길 3-1 (신천동)  
716,동구지회,우방푸른타운경로당,대구광역시 동구 국채보상로159길 41 (신천동)  
717,동구지회,신천2주공APT경로당,대구광역시 동구 국채보상로 155길 54 (신천동)  
718,동구지회,송라경로당,대구광역시 동구 동부로3길 38 (신천동)  
719,동구지회,신천LH경로당,대구광역시 동구 동부로 1 (신천동)  
720,동구지회,신천경로당,대구광역시 동구 송라로7길 10 (신천동)  
721,동구지회,신천역더뷰파크아파트경로당,"대구광역시 동구 동부로 20, 관리동 (신천동,관리)  "
722,동구지회,신천동서맨션경로당,대구광역시 동구 국채보상로155길 8 (신천동)  
723,동구지회,신천역센트럴리버파크경로당,"대구광역시 동구 동부로 26 (신천동, 신천휴먼시아5단지)  "
724,동구지회,신천휴먼시아6단지아파트경로당,대구광역시 동구 송라로11길 39 (신천동)  
725,동구지회,신천3동제3경로당,대구광역시 동구 동부로15길 26-6(신천동)  
726,동구지회,신천3동제2경로당,대구광역시 동구 송라로 28-5 (신천동)  
727,동구지회,신천3동제1경로당,대구광역시 동구 송라로12길 5-1 (신천동)  
728,동구지회,동대구삼환나우빌경로당,대구광역시 동구 동부로 81 (신천동)  
729,동구지회,동양상가아파트경로당,대구광역시 동구 장등로 12 (신천동)  
730,동구지회,신천청아람경로당,대구광역시 동구 송라로14길 132 (신천동)  
731,동구지회,신천화성파크드림경로당,대구광역시 동구 송라로10길 34 (신천동)  
732,동구지회,동대구반도유보라경로당,대구광역시 동구 송라로16길 11 (신천동)  
733,동구지회,동대구역우방아이유쉘경로당,대구광역시 동구 동부로 115 (신천동)  
734,동구지회,신천4동제2경로당,대구광역시 동구 동부로32길 47-11 (신천동)  
735,동구지회,코스모스아파트경로당,대구광역시 동구 화랑로11길 26 (신천동)  
736,동구지회,동대구비스타동원 경로당,대구광역시 동구 화랑로 51(신천동)  
737,동구지회,회관경로당,대구광역시 동구 아양로 50길 50-1 (효목동)  
738,동구지회,효목경로당,대구광역시 동구 화랑로41길 14 (효목동)  
739,동구지회,효일경로당,대구광역시 동구 효동로 114-1 (효목동)  
740,동구지회,진로이스트타운경로당,대구광역시 동구 아양로 218 (효목동)  
741,동구지회,강나루타운경로당,대구광역시 동구 효동로 108 (효목동)  
742,동구지회,새마을경로당,대구광역시 동구 화랑로27길 24 (효목동)  
743,동구지회,효목2동제일경로당,대구광역시 동구 화랑로19길 97 (효목동)  
744,동구지회,소목골경로당,대구광역시 동구 효신로8길 48 (효목동)  
745,동구지회,태왕메트로시티경로당,대구광역시 동구 동북로 500 (효목동)  
746,동구지회,평광경로당,대구광역시 동구 도평로116길 18-3 (평광동)  
747,동구지회,도동제1경로당,대구광역시 동구 도평로 121 (도동)  
748,동구지회,도동제2경로당,대구광역시 동구 팔공로 26길 48 (도동)  
749,동구지회,에덴경로당,대구광역시 동구 팔공로26길 49 (도동)  
750,동구지회,향산경로당,대구광역시 동구 도평로51길 10 (도동)  
751,동구지회,봉무청구새들마을아파트경로당,대구광역시 동구 팔공로 322-5 (봉무동)  
752,동구지회,불로경로당,대구광역시 동구 팔공로23길 15 (불로동)  
753,동구지회,에덴공항경로당,대구광역시 동구 팔공로29길 10 (불로동)  
754,동구지회,해서경로당,대구광역시 동구 팔공로34길 1-2 (불로동)  
755,동구지회,에덴공항2차APT경로당,대구광역시 동구 팔공로33길 10 (불로동)  
756,동구지회,봉무경로당,대구광역시 동구 팔공로 333-12 (봉무동)  
757,동구지회,이시아폴리스더샵1차경로당,대구광역시 동구 팔공로53길 10 (봉무동)  
758,동구지회,이시아폴리스더샵2차경로당,대구광역시 동구 팔공로 274 (봉무동)  
759,동구지회,이시아폴리스더샵3차경로당,"대구광역시 동구 팔공로51길 10, 1층 (봉무동)  "
760,동구지회,이시아폴리스더샵4차경로당,대구광역시 동구 팔공로53길 40 (봉무동)  
761,동구지회,이시아폴리스협성휴포레경로당,"대구광역시 동구 팔공로260(봉무동,협성휴포레 이시아폴리스)  "
762,동구지회,강산아파트경로당,대구광역시 동구 해동로5길 23 (지저동)  
763,동구지회,공항경로당,대구광역시 동구 공항로 51길 12-4 (지저동)  
764,동구지회,지저경로당,대구광역시 동구 해동로2길 34 (지저동)  
765,동구지회,팔공아파트경로당,대구광역시 동구 해동로 54 (지저동)  
766,동구지회,부민스위트빌경로당,대구광역시 동구 해동로2길 37 (지저동)  
767,동구지회,제림햇빛촌아파트경로당,대구광역시 동구 공항로52길 28 (지저동)  
768,동구지회,불로우방아파트경로당,대구광역시 동구 공항로 150 (불로동)  
769,동구지회,불로제일경로당,대구광역시 동구 방천로2길 6 (불로동)  
770,동구지회,강변타운경로당,대구광역시 동구 방천로3길 30 (불로동)  
771,동구지회,제림빌리지APT경로당,대구광역시 동구 해동로6길 37 (불로동)  
772,동구지회,입석경로당,대구광역시 동구 동촌로1길 26 (입석동)  
773,동구지회,동촌화성타운아파트경로당,대구광역시 동구 동촌로6길 3 (입석동)  
774,동구지회,검사제1경로당,대구광역시 동구 해동로 178 (검사동)  
775,동구지회,검사제2경로당,대구광역시 동구 방촌로1길 19 (검사동)  
776,동구지회,문화아파트경로당,대구광역시 동구 동촌로14길 14 (검사동)  
777,동구지회,금사리하이빌경로당,대구광역시 동구 해동로 254 (검사동)  
778,동구지회,입석2경로당,대구광역시 동구 입석로3길 14-1 (입석동)  
779,동구지회,태왕아너스르네상스 경로당,"대구광역시 동구 동촌로 100 (검사동, 태왕아너스르네상스아파트)  "
780,동구지회,강변1차아파트경로당,대구광역시 동구 동촌로54길 13 (방촌동)  
781,동구지회,강변2차아파트경로당,대구광역시 동구 동촌로56길 36 (방촌동)  
782,동구지회,우방강촌마을APT경로당,대구광역시 동구 화랑로80길 8 (방촌동)  
783,동구지회,방촌제1경로당,대구광역시 동구 동촌로 46길 40 (방촌동)  
784,동구지회,보성강남아파트경로당,대구광역시 동구 화랑로88길 30 (방촌동)  
785,동구지회,방촌우방맨션경로당,대구광역시 동구 화랑로 407 (방촌동)  
786,동구지회,우방강촌2차경로당,대구광역시 동구 화랑로80길 9 (방촌동)  
787,동구지회,방촌2차영남네오빌APT경로당,대구광역시 동구 동촌로42길 63 (방촌동)  
788,동구지회,방촌현대아파트경로당,대구광역시 동구 화랑로91길 7 (방촌동)  
789,동구지회,영남네오빌APT경로당,대구광역시 동구 동촌로 190(방촌동)  
790,동구지회,방촌청구타운경로당,대구광역시 동구 화랑로73길 36 (방촌동)  
791,동구지회,무궁화아파트경로당,대구광역시 동구 동촌로 222 (방촌동)  
792,동구지회,동명경로당,대구광역시 동구 동촌로58길 20 (방촌동)  
793,동구지회,방촌세영리첼경로당,"대구광역시 동구 동촌로 260(방촌동, 방촌역세영리첼아파트)  "
794,동구지회,방촌제2경로당,대구광역시 동구 둔산로45길 16 (방촌동)  
795,동구지회,방촌제3경로당,대구광역시 동구 방촌로1길 102 (방촌동)  
796,동구지회,방촌제5경로당,대구광역시 동구 방촌로1길 138-6 (방촌동)  
797,동구지회,둔산경로당,대구광역시 동구 둔산로51길 140 (둔산동)  
798,동구지회,상동경로당,대구광역시 동구 옻골로20길 31 (둔산동)  
799,동구지회,대암경로당,대구광역시 동구 둔산로 328 (둔산동)  
800,동구지회,명당경로당,대구광역시 동구 옻골로 38 (부동)  
801,동구지회,부동경로당,대구광역시 동구 부동길 183 (부동)  
802,동구지회,월천경로당,대구광역시 동구 부동길 45 (부동)  
803,동구지회,신평경로당,대구광역시 동구 신평로16길 57-13 (신평동)  
804,동구지회,신덕경로당,대구광역시 동구 신덕로5길 50 (신평동)  
805,동구지회,동원아파트경로당,대구광역시 동구 안심로41길 21 (신기동)  
806,동구지회,모란1차아파트경로당,대구광역시 동구 율하동로20길 40 (신기동)  
807,동구지회,모란2차APT경로당,"대구광역시 동구 율하동로20길 30, 1동 101호 (신기동)  "
808,동구지회,모란3차APT경로당,대구광역시 동구 율하동로20길 31 (신기동)  
809,동구지회,신기경로당,대구광역시 동구 반야월로28길 49-3 (신기동)  
810,동구지회,천일맨션경로당,대구광역시 동구 율하동로24길 14 (신기동)  
811,동구지회,화성아파트경로당,대구광역시 동구 율하동로20길 20 (신기동)  
812,동구지회,율하경로당,대구광역시 동구 반야월로22길 20-2 (율하동)  
813,동구지회,율하뜨란채경로당,대구광역시 동구 율하동로 67 (율하동)  
814,동구지회,주공APT4단지경로당,대구광역시 동구 율하동로 73 (율하동)  
815,동구지회,율하휴먼시아5단지경로당,대구광역시 동구 율하서로 59 (율하동)  
816,동구지회,율하휴먼시아6단지경로당,대구광역시 동구 안심로16길 45 (율하동)  
817,동구지회,율하휴먼시아7단지경로당,대구광역시 동구 안심로22길 55 (율하동)  
818,동구지회,SM안아주아파트경로당,대구광역시 동구 안심로16길 29 (율하동)  
819,동구지회,율하휴먼시아15단지경로당,대구광역시 동구 금호강변로3길 9 (율하동)  
820,동구지회,율하휴먼시아10단지경로당,대구광역시 동구 율하동로8길 16 (율하동)  
821,동구지회,율하휴먼시아11단지경로당,대구광역시 동구 율하동로 19 (율하동)  
822,동구지회,율하휴먼시아9단지경로당,대구광역시 동구 안심로22길 76 (율하동)  
823,동구지회,율하리버파크뷰경로당,대구광역시 동구 금호강변로 315 (율하동)  
824,동구지회,세계육상선수촌1단지경로당,대구광역시 동구 율하서로 85 (율하동)  
825,동구지회,세계육상선수촌2단지경로당,대구광역시 동구 안심로16길 71 (율하동)  
826,동구지회,율하우방아이유쉘경로당,대구광역시 동구 금호강변로3길 22 (율하동)  
827,동구지회,율하롯데캐슬탑클래스경로당,"대구광역시 동구 율하서로 23 (율하동, 율하롯데캐슬탑클래스)  "
828,동구지회,율하휴먼시아8단지아파트경로당,대구광역시 동구 안심로22길 75 (율하동)  
829,동구지회,율하숲경로당,대구광역시 동구 금호강변로3길 35  
830,동구지회,매여경로당,대구광역시 동구 매여로8길 41 (매여동)  
831,동구지회,백자맨션경로당,대구광역시 동구 동촌로 346 (용계동)  
832,동구지회,용계1경로당,대구광역시 동구 용계로3길 2-7 (용계동)                                    
833,동구지회,용계제2경로당,"대구광역시 동구 화랑로108길 1-11,101동 102호(용계동, 성창빌리지)  "
834,동구지회,강변동서마을아파트경로당,대구광역시 동구 화랑로100길 17 (용계동)  
835,동구지회,용계타운아파트경로당,대구광역시 동구 반야월로6길 20 (용계동)  
836,동구지회,율암경로당,대구광역시 동구 반야월북로12길 32 (율암동)  
837,동구지회,용호경로당,대구광역시 동구 화랑로93길 23-1 (용계동)  
838,동구지회,율하역엘크루경로당,대구광역시 동구 안심로7길 7 (용계동)  
839,동구지회,율하시티프라디움경로당,"대구광역시 동구 반야월로 35 (용계동, 율하시티프라디움)  "
840,동구지회,대경넥스빌경로당,대구광역시 동구 안심로 400 (신서동)  
841,동구지회,동화해오름타운경로당,"대구광역시 동구 동호로 89, 204동 (신서동,204)  "
842,동구지회,영조아름다운나날1단지경로당,대구광역시 동구 안심로 402 (신서동)  
843,동구지회,영조아름다운나날3단지경로당,대구광역시 동구 동호로 132 (신서동)  
844,동구지회,영조아름다운나날2단지경로당,대구광역시 동구 동호로 88 (신서동)  
845,동구지회,송정경로당,대구광역시 동구 안심로90길 17-1 (괴전동)  
846,동구지회,금강경로당,대구광역시 동구 금강로 235 (금강동)  
847,동구지회,상록아이투빌경로당,대구광역시 동구 동호로 47 (동호동)  
848,동구지회,안심역우방아이유쉘아파트경로당,"대구광역시 동구 금강로21길 10 (괴전동, 안심역우방아이유쉘)  "
849,동구지회,괴전경로당,대구광역시 동구 반야월북로 348-2(괴전동)  
850,동구지회,안심역코오롱하늘채경로당,"대구광역시 동구 금강로21길 30, 101동내  "
851,동구지회,동호경로당,대구광역시 동구 반야월로 220 (동호동)  
852,동구지회,서호제2경로당,대구광역시 동구 안심로51길 14 (서호동)  
853,동구지회,서호제1경로당,대구광역시 동구 안심로41길 50-10 (서호동)  
854,동구지회,서호할머니경로당,대구광역시 동구 안심로43길 20 (서호동)  
855,동구지회,안심효성타운APT경로당,대구광역시 동구 경안로 809 (각산동)  
856,동구지회,금강진우금탑경로당,대구광역시 동구 반야월북로 175 (각산동)  
857,동구지회,녹원맨션경로당,대구광역시 동구 반야월북로 269 (신서동)  
858,동구지회,신서청구아파트경로당,대구광역시 동구 반야월북로55길 19 (신서동)  
859,동구지회,신서그린빌경로당,대구광역시 동구 반야월북로 251 (신서동)  
860,동구지회,롯데캐슬레전드경로당,대구광역시 동구 안심로73길 22 (신서동)  
861,동구지회,신일해피트리경로당,대구광역시 동구 반야월로 370 (신서동)  
862,동구지회,각산태영데시앙경로당,대구광역시 동구 반야월북로 123 (각산동)  
863,동구지회,각산푸르지오2단지경로당,대구광역시 동구 경안로 822 (각산동)  
864,동구지회,신서퀸덤아파트경로당,대구광역시 동구 신서로 72 (신서동)  
865,동구지회,신서화성파크드림아파트경로당,대구광역시 동구 반야월북로 221 (신서동)  
866,동구지회,성지경로당,"대구광역시 동구 반야월북로 155 (각산동, 성지각산아파트)  "
867,동구지회,각산서한이다음경로당,"대구광역시 동구 반야월북로 167 (각산동, 각산서한이다음아파트)  "
868,동구지회,각산푸르지오1단지 경로당,"대구광역시 동구 경안로 824, 102동(각산동, 각산푸르지오1단지)  "
869,동구지회,숙천경로당,대구광역시 동구 숙천로2길 13-5 (숙천동)  
870,동구지회,내곡경로당,대구광역시 동구 노실1길 5 (내곡동)  
871,동구지회,대구혁신LH천년나무3단지경로당,대구광역시 동구 과학로13길 30 (각산동)  
872,동구지회,대구혁신LH천년나무6단지경로당,대구광역시 동구 과학로 23 (각산동)  
873,동구지회,"대구혁신LH천년나무13,14단지경로당",대구광역시 동구 초례로 66 (숙천동)  
874,동구지회,신서혁신행복주택경로당,대구광역시 동구 메디밸리로 18 (사복동)  
875,동구지회,대구혁신LH이노힐즈,대구광역시 동구 메디밸리로 35 (사복동)  
876,동구지회,대구혁신LH4단지경로당,"대구광역시 동구 경안로 956 (각산동, 대구혁신 LH4단지)  "
877,동구지회,대구혁신센텀힐즈경로당,대구광역시 동구 혁신대로 450 (대림동)  
878,동구지회,대구혁신도시서한이다음3차경로당,대구광역시 동구 혁신대로 443 (대림동)  
879,동구지회,대구혁신제일경로당,대구광역시 동구 이노밸리로29길 34(각산동)  
880,동구지회,혁신서한e스테이경로당,"대구광역시 동구 혁신대로 504(사복동, 서한e스테이)  "
881,동구지회,대구혁신도시서한이다음경로당,"대구광역시 동구 동구 이노밸리로29길 56(각산동, 서한이다음1차)  "
882,동구지회,내동경로당,대구광역시 동구 내동로6길 77-15 (내동)  
883,동구지회,도학1동경로당,대구광역시 동구 팔공산로 1467 (도학동)  
884,동구지회,미곡경로당,대구광역시 동구 용천로 38-7 (미곡동)  
885,동구지회,미대경로당,대구광역시 동구 팔공로 817 (미대동)  
886,동구지회,백안경로당,대구광역시 동구 팔공로207길 47 (백안동)  
887,동구지회,신무경로당,대구광역시 동구 용천로 399 (신무동)  
888,동구지회,용수경로당,대구광역시 동구 용천로 282 (용수동)  
889,동구지회,진인1동경로당,대구광역시 동구 갓바위로12길 35 (진인동)  
890,동구지회,구암경로당,대구광역시 동구 구암길 48 (미대동)  
891,동구지회,도학2동경로당,대구광역시 동구 도장길 69-6 (도학동)  
892,동구지회,능성경로당,대구광역시 동구 지경길 21 (능성동)  
893,동구지회,신용1동경로당,대구광역시 동구 용진길 143 (신용동)  
894,동구지회,덕곡경로당,대구광역시 동구 서촌로23길 37-1 (덕곡동)  
895,동구지회,송정2동경로당,대구광역시 동구 팔공산로23길 76 (송정동)  
896,동구지회,송정1동경로당,대구광역시 동구 팔공산로 375 (송정동)  
897,동구지회,신용2경로당,대구광역시 동구 파계로120길 63 (신용동)  
898,동구지회,중대1동경로당,대구광역시 동구 파계로116길 39  (중대동)  
899,동구지회,중대2동경로당,대구광역시 동구 파계로 558-2(중대동)  
900,동구지회,지묘1동경로당,대구광역시 동구 파계로16길 29 (지묘동)  
901,동구지회,지묘2동경로당,"대구광역시 동구 파계로19길 11, B동 2층 202호 (지묘동, 로얄빌라)  "
902,동구지회,팔공2차보성아파트경로당,대구광역시 동구 팔공로101길 55 (지묘동)  
903,동구지회,팔공보성1차경로당,대구광역시 동구 팔공로 489 (지묘동)  
904,동구지회,왕산우방아파트경로당,대구광역시 동구 파계로6길 30 (지묘동)  
905,동구지회,화성명산아파트경로당,대구광역시 동구 파계로22길 7 (지묘동)  
906,동구지회,태왕그린힐즈APT경로당,대구광역시 동구 파계로 46 (지묘동)  
907,동구지회,팔공보성3차경로당,대구광역시 동구 파계로 71 (지묘동)  
908,동구지회,진인2동경로당,대구광역시 동구 인산로 67 (진인동)  
909,동구지회,옥정경로당,대구광역시 동구 내동로 67 (내동)  
910,동구지회,태정경로당,대구광역시 동구 팔공산로 1166 (용수동)  
911,동구지회,대구연경LH천년나무2단지경로당,"대구광역시 동구 연경지묘로 153(지묘동, 대구연경LH천년나무2단지)  "
912,동구지회,뉴웰시티 경로당,"대구광역시 동구 동화천로77길 30(지묘동, LH뉴웰시티)  "
913,동구지회,연경아이파크경로당,"대구광역시 동구 동화천로 369, 111동(지묘동,대구연경아이파크)  "
914,북구지회,고성2.3가경로당,대구광역시 북구 고성북로 35-13(고성동3가)  
915,북구지회,고성A경로당,대구광역시 북구 고성북로 3(고성동2가)  
916,북구지회,장수경로당,대구광역시 북구 칠성남로 41-8(고성동2가)  
917,북구지회,오페라트루엘경로당,대구광역시 북구 고성북로 34(고성동3가)  
918,북구지회,북성경로당,대구광역시 북구 칠성남로20길 22-2(칠성동2가)  
919,북구지회,삼성A경로당,대구광역시 북구 호암로 40(칠성동2가)  
920,북구지회,성광우방타운경로당,대구광역시 북구 호암로 20(칠성동2가)  
921,북구지회,칠성경로당,대구광역시 북구 칠성남로29길 11(칠성동2가)  
922,북구지회,칠성1가경로당,대구광역시 북구 칠성시장로1길 60-3(칠성동1가)  
923,북구지회,칠성2가2동경로당,대구광역시 북구 공평로 179-6(칠성동2가)  
924,북구지회,칠성우방맨션경로당,대구광역시 북구 중앙대로105길 22(칠성동2가)  
925,북구지회,침산1차푸르지오경로당,대구광역시 북구 옥산로 103(칠성동2가)  
926,북구지회,열린경로당,대구광역시 북구 칠성로 25-12(칠성동2가)  
927,북구지회,삼성시장경로당,대구광역시 북구 칠성시장로 42(칠성동1가)  
928,북구지회,서희스타힐스경로당,대구광역시 북구 칠성남로101(칠성2가)  
929,북구지회,오페라코오롱하늘채경로당,대구광역시 북구 중앙대로 540(칠성동2가)  
930,북구지회,대구역유림노르웨이숲경로당,대구광역시 북구 칠성남로26길 11  
931,북구지회,동화타운경로당,대구광역시 북구 침산남로7길 50-21(침산동)  
932,북구지회,백사벌경로당,"대구광역시 북구 노원로48길 10, B/103(침산동, 대한빌라)  "
933,북구지회,오봉경로당,대구광역시 북구 오봉로22길 45(침산동)  
934,북구지회,진목경로당,대구광역시 북구 오봉로 142(침산동)  
935,북구지회,침산1동경로당,대구광역시 북구 침산남로9길 27(침산동)  
936,북구지회,남영타운경로당,대구광역시 북구 침산남로9길 167(침산동)  
937,북구지회,침산2동경로당,대구광역시 북구 침산남로31길 4-1  
938,북구지회,옥산경로당,대구광역시 북구 칠성시장로25길 15(침산동)  
939,북구지회,옥산할머니경로당,대구광역시 북구 침산남로44길 7-3(침산동)  
940,북구지회,침산건영하이츠경로당,대구광역시 북구 침산로 158(침산동)  
941,북구지회,침산옥석타운경로당,대구광역시 북구 침산남로31길 11(침산동)  
