약국명,주소,위도,경도
그랜드엠약국,"대구광역시 달서구 용산로 141, 104호 (용산동)",35.850088,128.5300985
유공약국,"대구광역시 달서구 월곡로 86, C동 지1층 (도원동)",35.8056174,128.5509095
명가약국,"대구광역시 달서구 호산로 125 (파호동, 삼성명가타운)",35.8507618,128.4756261
대은약국,대구광역시 달서구 월배로 170 (상인동),35.8168448,128.5327174
서울약국,대구광역시 달서구 상원로 24 (상인동),35.812079,128.5368064
새경일온누리약국,"대구광역시 달서구 학산로 125, 2층 (본동)",35.833778,128.5402082
성서명가약국,대구광역시 달서구 이곡서로 73 (이곡동),35.8548076,128.504649
제중약국,대구광역시 달서구 월배로 152 (진천동),35.8160322,128.5309858
새인산약국,대구광역시 달서구 이곡공원로 24 (이곡동),35.8548513,128.5099224
장기우리약국,대구광역시 달서구 한들로 23 (장기동),35.8480737,128.5280329
태화약국,대구광역시 달서구 월배로 316 (송현동),35.8299683,128.5594308
대곡튼튼약국,대구광역시 달서구 도원로 20 (도원동),35.8079753,128.5357015
제이약국,대구광역시 달서구 장기로 265 (장기동),35.8433103,128.5312723
타워약국,대구광역시 달서구 달구벌대로 1744 (두류동),35.8541627,128.5614641
신세계약국,"대구광역시 달서구 상화북로 185, 106호 (상인동, 동창빌딩)",35.8133144,128.5458714
생명샘약국,대구광역시 달서구 도원로 19 (도원동),35.8079155,128.536309
미주온누리약국,대구광역시 달서구 이곡공원로 42 (이곡동),35.8549361,128.5120112
새종합약국,대구광역시 달서구 와룡로45길 46 (죽전동),35.8532164,128.5345444
배약국,대구광역시 달서구 성당로 287 (두류동),35.8580741,128.5739998
송현약국,대구광역시 달서구 구마로 228 (송현동),35.8368457,128.5526998
원약국,"대구광역시 달서구 구마로 217, 1층 (성당동)",35.8374376,128.5515125
주차장약국,대구광역시 달서구 진천로 56 (진천동),35.8136067,128.5246906
보람약국,대구광역시 달서구 와룡로 46 (본동),35.8365019,128.537297
해맑은약국,대구광역시 달서구 비슬로 2716 (대곡동),35.8089112,128.512478
장기참사랑약국,"대구광역시 달서구 한들로 36, 116동 104호 (장기동, 장기영남네오빌파크상가)",35.8470485,128.5277023
매가약국,"대구광역시 달서구 성서로 420, 113호 (이곡동, 성서메가타운)",35.8548234,128.5077809
이레약국,대구광역시 달서구 계대동문로 47 (신당동),35.8555687,128.4974924
명보약국,대구광역시 달서구 계대동문로 98 (신당동),35.8550474,128.5030435
미래약국,대구광역시 달서구 달구벌대로 1635 (감삼동),35.8536376,128.544832
성당종합약국,대구광역시 달서구 두류공원로28길 40 (성당동),35.8485347,128.568388
대건약국,대구광역시 달서구 월배로 92 (진천동),35.8150784,128.5280091
밝은온누리약국,"대구광역시 달서구 달구벌대로 1736, 1층 (두류동)",35.8567215,128.555191
송현경북약국,대구광역시 달서구 월배로 398 (송현동),35.8258304,128.5552235
홈플러스약국,대구광역시 달서구 신당로 63 (신당동),35.8536307,128.4993949
삼일약국,"대구광역시 달서구 와룡로 123, 1층 113호 (감삼동, 죽전역 동화아이위시)",35.8439488,128.5361683
강남약국,대구광역시 달서구 도원로 20 (도원동),35.8079753,128.5357015
드림시티약국,대구광역시 달서구 장기로 244 (장기동),35.8437526,128.5337288
건도약국,대구광역시 달서구 월성로 20 (월성동),35.8315401,128.5333501
명약국,"대구광역시 달서구 월곡로 320, 112동 1층 101호 (상인동)",35.8225524,128.5355313
삼선당약국,대구광역시 달서구 월배로 111 (진천동),35.815279,128.5297679
푸른약국,"대구광역시 달서구 송현로 113, 106호 (송현동, 본동주공1차아파트)",35.8280013,128.5432545
종합약국,대구광역시 달서구 달구벌대로 1643 (감삼동),35.8538431,128.5458644
크로바약국,"대구광역시 달서구 달구벌대로 1680 (두류동,(지1층))",35.8545574,128.5497887
새봄약국,대구광역시 달서구 달구벌대로 1542 (감삼동),35.849514,128.5356997
도연약국,대구광역시 달서구 호산로 143 (파호동),35.852364,128.477745
용산동산약국,대구광역시 달서구 용산로 225 (용산동),35.8577869,128.5302491
솔약국,대구광역시 달서구 상인로 7 (상인동),35.8088795,128.5516025
레미안약국,"대구광역시 달서구 화암로73길 24, 115동 108호 (대곡동, 삼성대리안아파트)",35.8070225,128.5180704
온누리류민정약국,대구광역시 달서구 장기로 205 (본리동),35.8432863,128.5378541
서동산약국,대구광역시 달서구 달구벌대로 1641 (감삼동),35.8536963,128.5454486
신진약국,대구광역시 달서구 이곡공원로 13 (이곡동),35.8554055,128.50882
다솜약국,대구광역시 달서구 용산서로 14 (용산동),35.8577591,128.5290414
메디칼약국,대구광역시 달서구 두류공원로28길 32 (성당동),35.8484622,128.5679165
영남제일약국,대구광역시 달서구 월배로 414 (송현동),35.8269405,128.5543762
늘푸른약국,"대구광역시 달서구 신당로 56, 104호 (신당동, 주공상가)",35.8524866,128.4978659
일진약국,대구광역시 달서구 달구벌대로 1348 (이곡동),35.860024,128.5130735
용산제일약국,대구광역시 달서구 용산로 232 (용산동),35.8582809,128.5309092
이화약국,대구광역시 달서구 성당로 209 (성당동),35.8511735,128.5730389
사랑약국,대구광역시 달서구 명덕로 17 (두류동),35.861034,128.5735659
건강약국,대구광역시 달서구 달구벌대로 1222 (이곡동),35.8531844,128.5053683
새롬약국,대구광역시 달서구 이곡공원로 46 (이곡동),35.8549297,128.5123459
새열린약국,대구광역시 달서구 당산로 43 (본리동),35.8424773,128.5392548
신성약국,"대구광역시 달서구 상인서로 3, 나동 113호 (상인동, 평광아파트)",35.8115862,128.5465003
희망약국,대구광역시 달서구 달구벌대로 1662 (감삼동),35.853871,128.5478207
용산경북약국,대구광역시 달서구 성지로 86 (용산동),35.8568126,128.5212624
한국약국,대구광역시 달서구 달구벌대로 1718 (두류동),35.8541627,128.5614641
혜율온누리약국,"대구광역시 달서구 호산로 125, 105호 (파호동, 삼성명가타운상가)",35.8511922,128.4775956
동성약국,대구광역시 달서구 감삼북길 138 (감삼동),35.8510481,128.5413137
"J,마트약국",대구광역시 달서구 이곡동로 25 (이곡동),35.8541449,128.510293
메디팜고려약국,"대구광역시 달서구 선원남로 99, 107호 (이곡동, 한빛상가)",35.8580657,128.5117776
열린약국,"대구광역시 달서구 월배로28안길 53, 105호 (진천동)",35.8130809,128.5284876
엘지약국,대구광역시 달서구 상화북로 105 (상인동),35.8115071,128.5379269
장기약국,대구광역시 달서구 달구벌대로 1352 (이곡동),35.8600133,128.5138705
성서조약국,대구광역시 달서구 달구벌대로 1607 (감삼동),35.8524499,128.5419921
보건약국,"대구광역시 달서구 월성로 36, 나동 105호 (월성동, 월성주공4단지)",35.8332447,128.5323967
엄마손약국,대구광역시 달서구 용산로 229 (용산동),35.8580238,128.5302502
새제일약국,대구광역시 달서구 월곡로26길 41 (상인동),35.8087431,128.5509229
월성강약국,대구광역시 달서구 학산로 16 (월성동),35.8269031,128.5317171
새화신약국,대구광역시 달서구 송현동2길 24 (송현동),35.8300165,128.5486132
은행약국,대구광역시 달서구 계대동문로 116 (이곡동),35.8549136,128.5051978
한약국,"대구광역시 달서구 월성로 36, 월성주공4단지 나동 115호 (월성동)",35.8332447,128.5323967
명승약국,대구광역시 달서구 달구벌대로 1714 (두류동),35.8541627,128.5614641
한미약국,대구광역시 달서구 야외음악당로39길 45 (두류동),35.8539913,128.5539904
동화약국,"대구광역시 달서구 상인서로 94, 208호 (상인동, 동화태왕한양상가)",35.8186368,128.5418942
영림약국,대구광역시 달서구 월배로 327 (송현동),35.8258304,128.5552235
대송약국,대구광역시 달서구 송현동길 48 (송현동),35.8308254,128.5483411
장수약국,대구광역시 달서구 구마로 176 (본동),35.8367842,128.5470586
대보당약국,대구광역시 달서구 상원로 121 (상인동),35.8192669,128.5308572
명문약국,대구광역시 달서구 구마로 124 (본동),35.8369831,128.5412468
세신약국,대구광역시 달서구 달구벌대로 1748 (두류동),35.8541627,128.5614641
삼원약국,대구광역시 달서구 대명천로 59 (성당동),35.8380627,128.5530362
합동약국,대구광역시 달서구 와룡로 19-1 (본동),35.8343181,128.5369082
베드로약국,대구광역시 달서구 장기로 136 (성당동),35.8437241,128.5455947
신당약국,대구광역시 달서구 달구벌대로 1218 (이곡동),35.8522304,128.5040718
명림약국,대구광역시 달서구 와룡로 110 (본리동),35.8424988,128.5375539
드림약국,"대구광역시 동구 아양로 162, 1층 (신암동)",35.88532064,128.6308569
은행약국,"대구광역시 동구 동촌로 229, 1층 (방촌동)",35.88162628,128.6656591
신천다정약국,"대구광역시 동구 장등로 56, 100,101호 (신천동, 벽산e-솔렌스힐)",35.87241238,128.6242318
자이약국,"대구광역시 동구 송라로10길 33, 상가 302동 2105호 (신천동, 동대구역 센트럴시티자이)",35.87348767,128.6237087
맑은샘약국,대구광역시 동구 신암남로 180(신암동),35.88480453,128.6330126
우리제일약국,"대구광역시 동구 국채보상로 791, 성암빌딩 1층 (신천동)",35.86820282,128.6173443
엘약국,"대구광역시 동구 안심로 368, 1층 (신서동)",35.86787289,128.7246088
새평화약국,대구광역시 동구 아양로15길 2(신암동),35.88349549,128.6231006
스마일약국,"대구광역시 동구 안심로 389, 비에스메디타워 106호 (신서동)",35.86920398,128.7265698
미소약국,"대구광역시 동구 효목로 41, 1층 (효목동)",35.87717229,128.6394414
각산약국,"대구광역시 동구 반야월로 61, 1층 (용계동)",35.87391365,128.6953618
망고약국,"대구광역시 동구 효목로 56, 1층 (효목동)",35.87804886,128.6406999
한빛약국,"대구광역시 동구 송라로 81, 1층 (신천동)",35.87424081,128.617513
방촌하나약국,"대구광역시 동구 동촌로 245, 1층 (방촌동)",35.88104152,128.6670829
만복약국,"대구광역시 동구 안심로16길 47, 5층 514호 (율하동)",35.86326046,128.6937405
탑온누리약국,"대구광역시 동구 팔공로 242-13, 1층 117,118호 (봉무동)",35.92091144,128.6431294
이안약국,"대구광역시 동구 송라로 142, 1층 (신암동)",35.87929934,128.6153485
동문약국,"대구광역시 동구 아양로 115, 1층 (신암동)",35.88465209,128.6260005
파티마미소약국,"대구광역시 동구 아양로 81, 호창메디타워 1층 101호 (신암동)",35.88335295,128.6227783
베스트약국,"대구광역시 동구 안심로22길 56, 느티타워 106호 (율하동)",35.86315576,128.6978032
건강한온누리약국,"대구광역시 동구 동화천로 390, GH메디컬타워 105호 (지묘동)",35.94282797,128.6301952
신세계약국,"대구광역시 동구 아양로 50, 1층 (신암동)",35.88199052,128.6195779
대경약국,"대구광역시 동구 동대구로 429, 지하1층 (신천동)",35.86856523,128.6256743
따뜻한약국,대구광역시 동구 팔공로 153 (불로동),35.91242453,128.6408003
다온약국,대구광역시 동구 금강로 3 (신서동),35.86750438,128.7244393
가온약국,"대구광역시 동구 메디밸리로 1, 1층 (대림동)",35.87271267,128.7495803
새혜민약국,대구광역시 동구 반야월로 371 (신서동),35.87193657,128.7292747
그랜드약국,"대구광역시 동구 동촌로 242, 다산빌딩 (방촌동)",35.88080335,128.6661506
영남약국,대구광역시 동구 국채보상로159길 8 (신천동),35.86845284,128.6160506
성심약국,"대구광역시 동구 아양로 109, 1층 (신암동)",35.88438454,128.6254556
미래약국,"대구광역시 동구 국채보상로 801, 1층 (신천동)",35.86814401,128.6182629
큰사랑약국,"대구광역시 동구 안심로22길 40, 105동 (율하동)",35.86341152,128.6956684
방촌경북약국,대구광역시 동구 동촌로 211 (방촌동),35.88250225,128.6637283
보광약국,대구광역시 동구 해동로 15 (지저동),35.89685524,128.6380935
새론약국,"대구광역시 동구 메디밸리로 19, 1층 103호 (대림동)",35.87426449,128.7493292
동방약국,"대구광역시 동구 해동로 7, 1층 (지저동)",35.89739542,128.6382086
보라약국,"대구광역시 동구 동부로 59, 송원빌딩 1층 103호 (신천동)",35.87516159,128.618982
율하푸른약국,"대구광역시 동구 율하동로8길 73, 1층 (율하동)",35.86435602,128.7021764
세종약국,"대구광역시 동구 율하동로 46, 1층 (율하동)",35.86358508,128.701461
강촌하늘약국,"대구광역시 동구 화랑로80길 11, 1층 (방촌동)",35.8754185,128.6684864
삼성약국,"대구광역시 동구 아양로 251, 1층 (신암동)",35.88763272,128.6401681
튼튼약국,"대구광역시 동구 아양로 202 (효목동, 현대빌딩)",35.88568538,128.6351794
강남새약국,"대구광역시 동구 신암로 115, 1층 (신암동)",35.88089416,128.6119275
백만약국,"대구광역시 동구 해동로 39, 1층 (지저동)",35.89446874,128.6377199
동대구신세계약국,"대구광역시 동구 동부로 149, 1층 1호 (신천동, 신세계동대구복합환승센터)",35.87793857,128.6291924
행복온누리약국,"대구광역시 동구 아양로 243-1, 1층 (신암동, 제생빌딩)",35.88730315,128.6394344
다봄약국,"대구광역시 동구 안심로 359, 1층 (각산동)",35.86806884,128.7235032
제일약국,대구광역시 동구 아양로 208-1 (효목동),35.88573581,128.6358665
새미래약국,대구광역시 동구 아양로 248 (효목동),35.88701072,128.6401853
주차장약국,대구광역시 동구 장등로 12 (신천동),35.86840109,128.624311
동부유일약국,"대구광역시 동구 화랑로 83 (효목동, 영남빌딩)",35.87254006,128.6359491
메디약국,"대구광역시 동구 팔공로 259, 103호 (봉무동, 프라임빌딩)",35.92204155,128.6408005
정든약국,"대구광역시 동구 신암로 120, 1층 (신암동)",35.88048581,128.6124671
다사랑약국,대구광역시 동구 경안로 791 (각산동),35.87288699,128.7136248
안심약국,대구광역시 동구 반야월로 373-1 (신서동),35.87195204,128.7296956
팜프라자약국,"대구광역시 동구 안심로 80, 지하1층 (율하동, 롯데쇼핑프라자)",35.86846342,128.6933319
백세약국,대구광역시 동구 동촌로 281 (방촌동),35.87979676,128.6704836
유림약국,대구광역시 동구 아양로 185 (신암동),35.88591972,128.6334756
엔젤약국,대구광역시 동구 경안로 848 (각산동),35.87783079,128.714367
더샵약국,"대구광역시 동구 팔공로51길 17, 1층 108호 (봉무동)",35.92286228,128.639012
조은약국,"대구광역시 동구 안심로22길 40-7, 1층 (율하동)",35.86351721,128.69454
류약국,"대구광역시 동구 이노밸리로 321, 110호 (신서동)",35.87814696,128.7321779
유일약국,"대구광역시 동구 동촌로 231, 1층 (방촌동)",35.8816253,128.6658363
해인당약국,"대구광역시 동구 아양로50길 114, 1층 (효목동)",35.88249289,128.6422864
늘푸른 약국,대구광역시 동구 해동로 6 (지저동),35.89746104,128.6377328
참행복한 약국,"대구광역시 동구 동부로22길 2, 103호 (신천동, 서한코보스카운티 )",35.87619389,128.6267311
광장약국,대구광역시 동구 이노밸리로 162 (각산동),35.87855785,128.7148719
명약국,대구광역시 동구 신암로18길 12-1 (신천동),35.87761332,128.6119355
진약국,"대구광역시 동구 신암로 80, 1층 (신암동)",35.87826592,128.6094487
새율하약국,대구광역시 동구 안심로 58 (율하동),35.86994068,128.6919274
고은약국,"대구광역시 동구 팔공로51길 15-5, 104호 (봉무동)",35.92246193,128.639718
이시아약국,"대구광역시 동구 팔공로51길 33, 이스트애플A동 1층 108호 (봉무동)",35.92284521,128.6371392
지묘제일약국,"대구광역시 동구 파계로6길 32, 1층 (지묘동, 노블하이츠 103호)",35.9403159,128.6399065
김약국,"대구광역시 동구 장등로 20, 2층 (신천동)",35.8690444,128.6236627
아침약국,대구광역시 동구 화랑로 109 (효목동),35.8732654,128.6385351
한국약국,"대구광역시 동구 동촌로 127 (검사동, 홈플러스동촌점 지하1층)",35.88616994,128.6556625
명성온누리약국,"대구광역시 동구 동호로 75, 상가102호 (신서동)",35.86635582,128.7250821
알파약국,"대구광역시 동구 국채보상로 771, 1층 (신천동)",35.86827639,128.6153073
더그린약국,"대구광역시 동구 팔공로 149, 1층 (불로동)",35.9120192,128.6407527
완쾌약국,"대구광역시 동구 아양로 200, 1층 (효목동, 성원빌딩)",35.88560561,128.634924
메트로약국,"대구광역시 동구 효신로 8-4, 지하1층 (효목동)",35.87273232,128.6353858
인성약국,"대구광역시 동구 금강로 17 (신서동,1층)",35.86651892,128.7249397
수자당한약국,"대구광역시 동구 아양로8길 19, 1층 (신암동)",35.88026,128.6195755
마더스약국,"대구광역시 동구 안심로 389-2, 1층 (신서동)",35.87084813,128.7274375
열린우리약국,"대구광역시 동구 아양로 56, 1층 (신암동)",35.8821132,128.6202545
조아약국,"대구광역시 동구 동부로 26, 309호 (신천동, 신천역센트럴리버파크)",35.87357663,128.6152155
맑은약국,"대구광역시 동구 반야월로28길 66, 1층 (신기동)",35.8699009,128.7034103
종합약국,"대구광역시 동구 동대구로 550 (신암동,동대구역사내)",35.87943697,128.6287724
꿀약국,"대구광역시 동구 효목로 39-1, 1층 (효목동)",35.87700988,128.6394734
율하약국,"대구광역시 동구 반야월로 108, 1층 (율하동)",35.8731102,128.7002273
양춘당약국,"대구광역시 동구 동촌로 228-1, 1층 (방촌동)",35.8812778,128.6651135
밝은미소약국,"대구광역시 동구 동부로 19, 1층 (신천동)",35.87426365,128.6148222
큰기린약국,"대구광역시 동구 동부로 26, 상가동 2층 209호 (신천동, 신천휴먼시아5단지)",35.87357663,128.6152155
행복한 미래약국,"대구광역시 동구 송라로11길 39 (신천동, 신천휴먼시아6단지아파트 상가103호)",35.87144226,128.6166275
신암플러스약국,"대구광역시 동구 아양로 69, 1층 (신암동)",35.88290852,128.6215787
약사랑약국,"대구광역시 동구 율하동로 75, 2동 1층 (율하동)",35.86621757,128.7013513
새사랑약국,"대구광역시 동구 율하동로 138, 1층 (신기동)",35.87187891,128.702708
소망약국,"대구광역시 동구 동촌로 41, 1층 (입석동)",35.89008951,128.647587
건강온누리약국,"대구광역시 동구 안심로22길 46, 1층 (율하동)",35.86332649,128.6963431
건강약국,"대구광역시 동구 동촌로 303, 1층 (방촌동)",35.87916142,128.6728814
율하수약국,"대구광역시 동구 안심로 106, 1층 103호 (율하동, 메디원타워)",35.86701372,128.6961983
강촌열린약국,"대구광역시 동구 화랑로80길 18, 1층 (방촌동)",35.87506879,128.6681623
평안약국,"대구광역시 동구 아양로 85, 1층 (신암동)",35.88335111,128.6231327
편한온누리약국,"대구광역시 동구 동부로 72, 1층 (신천동)",35.87501023,128.6203651
행복한약국,"대구광역시 동구 동호로 75, 3층 303호 (신서동)",35.86635582,128.7250821
새건강한약국,"대구광역시 동구 장등로 12, 지하1층 4호 (신천동)",35.86840109,128.624311
율하우리들약국,"대구광역시 동구 안심로 54, 1층 (율하동)",35.8702668,128.6916423
율하온누리 약국,"대구광역시 동구 안심로22길 60, 1층 104호 (율하동, 동흥메디칼센타)",35.86310741,128.6983675
수약국,"대구광역시 동구 신암로 100, 1층 (신암동)",35.87970026,128.610977
그린약국,"대구광역시 동구 아양로 198, 1층 (효목동)",35.88559765,128.6347246
보명당약국,"대구광역시 동구 동부로 21, 1층 (신천동)",35.87423514,128.6151099
새봄약국,"대구광역시 동구 아양로 40, 1층 (신암동)",35.88171667,128.6185015
서문약국,대구광역시 동구 동촌로 217 (방촌동),35.88225615,128.6642246
화산당 한약국,대구광역시 동구 공항로 204 (지저동),35.89880177,128.6364586
은진약국,"대구광역시 동구 동촌로 208, 1층 (방촌동)",35.88221716,128.6631279
농심약국,대구광역시 동구 동촌로 268 (방촌동),35.87973357,128.6688882
효성약국,대구광역시 동구 경안로 719 (서호동),35.86632754,128.7132669
정인약국,대구광역시 동구 팔공로 148 (불로동),35.91186278,128.6413498
반야월인제약국,대구광역시 동구 율하동로24길 39 (신기동),35.86974559,128.7068307
세계로약국,"대구광역시 동구 아양로 111, 1층 (신암동)",35.88440181,128.6255998
한마음약국,"대구광역시 동구 화랑로 111, 1층 (효목동)",35.87330038,128.6387347
신영약국,"대구광역시 동구 경안로 728, 1층 (동호동)",35.86712637,128.7138278
다나약국,"대구광역시 동구 팔공로101길 55, 104호 (지묘동, 팔공2차보성아파트상가)",35.94008648,128.642354
희망약국,대구광역시 동구 동촌로 238 (방촌동),35.88092193,128.6658969
참사랑약국,대구광역시 동구 동촌로 225 (방촌동),35.88186387,128.6650742
소원약국,"대구광역시 동구 아양로 81, 호창메디타워 1층 104호 (신암동)",35.88335295,128.6227783
정문약국,"대구광역시 동구 아양로 110, 1층 (신암동)",35.8840402,128.6258073
신암성모약국,대구광역시 동구 신암남로 183 (신암동),35.88531112,128.6326622
인애약국,대구광역시 동구 아양로 51-1 (신암동),35.88249444,128.6197369
예약국,"대구광역시 동구 아양로 51, 1층 (신암동)",35.88242302,128.6196035
신세계로약국,대구광역시 동구 동촌로 237 (방촌동),35.88131665,128.6662325
방촌약국,"대구광역시 동구 동촌로 228, 1층 (방촌동)",35.88135977,128.6649592
동호팔공약국,"대구광역시 동구 안심로 366, 1층 (신서동)",35.86778424,128.7243643
메디슨약국,"대구광역시 동구 아양로 199, 1층 (신암동)",35.88610266,128.6346732
정약국,대구광역시 동구 대현로 135-12 (신암동),35.88182005,128.6141719
파티마삼성약국,"대구광역시 동구 아양로15길 5, 1층 (신암동)",35.88346948,128.6229011
현약국,"대구광역시 동구 율하동로 115, 1층 (신기동)",35.8700079,128.7020714
현대온누리약국,"대구광역시 동구 동촌로 230, 1층 (방촌동)",35.88125903,128.6652463
하나로약국,"대구광역시 동구 아양로50길 113, 1층 (효목동)",35.8825721,128.6426414
동호우리약국,대구광역시 동구 금강로 2 (동호동),35.8673005,128.7238727
동원약국,대구광역시 동구 동호로 79 (신서동),35.86648813,128.7255595
연합약국,대구광역시 동구 동촌로 203 (방촌동),35.88280409,128.6629334
민들레약국,대구광역시 동구 아양로 61 (신암동),35.88284003,128.6208804
혜성약국,대구광역시 동구 아양로 48 (신암동),35.88187455,128.6193445
경화약국,대구광역시 동구 팔공로29길 4 (불로동),35.9117867,128.6404074
김정희약국,"대구광역시 동구 율하동로 137, 1층 (신기동)",35.87188935,128.7024645
대본약국,대구광역시 동구 동촌로 204 (방촌동),35.88236308,128.662819
한미약국,대구광역시 동구 송라로 30 (신천동),35.87006235,128.6202932
화생약국,대구광역시 동구 반야월로 227 (동호동),35.87223137,128.7132314
세경약국,대구광역시 동구 효서로 5 (효목동),35.87724575,128.6391873
한도약국,대구광역시 동구 동북로 407 (신암동),35.88645762,128.6323169
하나약국,대구광역시 동구 송라로 3 (신천동),35.868278,128.6184965
패밀리약국,"대구광역시 동구 아양로 187, 1층 (신암동)",35.88594612,128.6335976
신평화약국,대구광역시 동구 아양로 37 (신암동),35.88215956,128.6182613
아양약국,대구광역시 동구 아양로 236 (효목동),35.88649536,128.6387966
성도약국,대구광역시 동구 율하동로23길 21-1 (율하동),35.86999426,128.699779
권약국,대구광역시 동구 파계로6길 40 (지묘동),35.94090409,128.6394679
봉화약국,대구광역시 동구 동부로30길 63 (신천동),35.87141358,128.6290853
새인성약국,대구광역시 동구 반야월로 100 (율하동),35.87316088,128.6992643
누리약국,대구광역시 동구 팔공로 170 (불로동),35.91395386,128.6413445
대광약국,대구광역시 동구 아양로 111-1 (신암동),35.88448217,128.6257444
동화약국,대구광역시 동구 율하동로24길 7 (신기동),35.86989436,128.7029895
수정약국,"대구광역시 동구 효동로1길 66, 1층 (효목동)",35.87794172,128.6455498
명보약국,대구광역시 동구 효목로 21 (효목동),35.8751364,128.6392368
온누리원약국,대구광역시 동구 팔공로 137 (불로동),35.91109059,128.6408006
노약국,"대구광역시 동구 아양로9길 7, 2층 (신암동)",35.88279712,128.6187204
신구약국,대구광역시 동구 해동로 19 (지저동),35.89635995,128.638012
장응약국,대구광역시 동구 반야월로 228 (동호동),35.87190547,128.7134721
명인약국,대구광역시 동구 동촌로 45 (입석동),35.88993486,128.6478516
강남약국,대구광역시 동구 신암로 98 (신암동),35.87944897,128.6107646
행복약국,대구광역시 동구 동대구로85길 27 (신천동),35.87280813,128.6243899
대원약국,대구광역시 동구 안심로49길 110 (서호동),35.8707946,128.7108155
허약국,대구광역시 동구 동촌로 212 (방촌동),35.88210747,128.6634038
영생약국,대구광역시 동구 아양로8길 13 (신암동),35.88072964,128.6193909
새동보약국,대구광역시 동구 신암남로27길 81 (신암동),35.88382434,128.6308782
화신약국,대구광역시 동구 효신로 24 (효목동),35.874169,128.6347107
삼강약국,대구광역시 동구 신암남로 20 (신암동),35.87776192,128.6181052
보민약국,대구광역시 동구 동부로 8-1 (신천동),35.87380146,128.6135561
샘약국,"대구광역시 동구 동대구로 415, 1층 1호 (신천동)",35.8676,128.6263
이룸약국,"대구광역시 동구 안심로 358, 1층 (동호동)",35.86716,128.7178
조이약국,"대구광역시 동구 반야월로 229, 1층 101호 (동호동)",35.87229,128.7176
1층가까운약국,"대구광역시 동구 율하동로23길 2, 1층 (신기동)",35.87045,128.7017
화성약국,"대구광역시 동구 동대구로 590, 상가301동 103호 (신암동, 동대구역화성파크드림아파트)",35.87597,128.626
안심다온약국,"대구광역시 동구 반야월로 189, 1층 (율암동)",35.87494,128.711
신암송약국,"대구광역시 동구 아양로 70, 1층 (신암동)",35.88248,128.6216
나눔약국,"대구광역시 동구 안심로22길 60-1, 모인프라자 1층 114호 (율하동)",35.86298,128.6983
행운약국,"대구광역시 동구 안심로 356, 1층 (동호동)",35.867776,128.723434
키위약국,"대구광역시 동구 동대구로 525, 토요코인 호텔 동대구역점 101호 (신천동)",35.877395,128.62609
평화사랑약국,"대구광역시 동구 아양로 39, 우진빌딩 1층 (신암동)",35.882463,128.618641
다인약국,"대구광역시 동구 국채보상로 777, 1층 102호 (신천동)",35.868411,128.615814
레몬약국,"대구광역시 동구 아양로 49, 1층 (신암동)",35.882474,128.619324
동구시장심야약국,"대구광역시 동구 화랑로 123, 1층 115호 (효목동, 유림아파트)",35.873953,128.639823
사랑드림약국,"대구광역시 동구 화랑로 51, 301동 1층 102호 (신천동, 동대구비스타동원)",35.87094,128.63305
침산스마일약국,"대구광역시 북구 침산로 148, 엠브로스퀘어 112호 (침산동)",35.889483,128.5914643
365경북대야간약국,"대구광역시 북구 대학로 79, 1층 (산격동)",35.8925113765,128.6089498433
기쁨약국,"대구광역시 북구 중앙대로 528, 1층 (칠성동2가)",35.8800231709,128.596190323
복현 가까운약국,"대구광역시 북구 동북로 241, 301동 104-1호 (복현동, 복현아이파크)",35.8964411183,128.6188126715
장수약국,"대구광역시 북구 칠성시장로 14, 1층 (칠성동1가)",35.8755483462,128.604928288
해동약국,"대구광역시 북구 동북로 156, 1층 101호 (산격동)",35.8994832033,128.6096694371
메디컬진약국,"대구광역시 북구 공항로 3, 1층 (복현동)",35.8980919076,128.6157031181
연경진약국,"대구광역시 북구 연경지묘로 6, 1층 106호 (연경동)",35.9424862592,128.6151186004
도남약국,"대구광역시 북구 도남중앙로7길 6, 워너프라자Ⅲ 1층 107호 (국우동)",35.9519920358,128.5827742576
다정약국,"대구광역시 북구 도남중앙로7길 20-4, 도남지구 21B-1L 1층 (국우동)",35.9520509435,128.5821018735
365칠곡대구제일큰약국,"대구광역시 북구 칠곡중앙대로 244, 1,2층 (태전동)",35.9178421122,128.5484411103
이베약국,"대구광역시 북구 팔거천동로 210, 1층 (동천동)",35.9426949433,128.558445151
건강한약국,"대구광역시 북구 복현로 34-1, 1층 (복현동)",35.8950236454,128.6246240343
소담약국,"대구광역시 북구 학정로 440, 5층 (구암동)",35.9437658959,128.564253092
쉼표약국,"대구광역시 북구 동북로 244, 1층 101호 (복현동)",35.8952416871,128.6175114202
후문약국,대구광역시 북구 호국로 807-9(학정동),35.9567528249,128.56588144
이백세약국,"대구광역시 북구 칠곡중앙대로 411, 우영펠리스 2층 (태전동)",35.9325261941,128.5479956248
건중약국,"대구광역시 북구 연암로 170, 1층 (산격동)",35.8995788276,128.5964398607
오약국,"대구광역시 북구 칠곡중앙대로 332, B동 1층 (태전동)",35.9253331013,128.5475836142
정성약국,"대구광역시 북구 동북로 254, 1층 (복현동)",35.8945979703,128.618296485
바로약국,"대구광역시 북구 동북로 289, 1층 (복현동)",35.8928744992,128.6218731555
다원약국,"대구광역시 북구 학남로3길 41, 1층 (학정동)",35.9523939128,128.5675816376
검단약국,"대구광역시 북구 검단로 255, 상가2동 1층 102호 (검단동, 민들레아파트)",35.9163357579,128.6281405688
